# planets   transits   detectable
    46276        522           66
    45652        466           52
    46202        526           52
    46060        424           50
    46628        474           54
    45846        452           50
    46444        520           44
    46268        512           44
    46348        496           70
    46026        432           60
    45918        478           66
    46022        526           62
    46442        506           52
    46002        526           68
    46018        424           44
    46698        534           50
    46726        484           48
    45740        474           62
    45900        518           44
    46544        534           56
    45956        546           72
    46120        506           44
    46200        504           56
    46486        478           60
    46198        520           56
    46444        534           66
    45844        456           66
    46314        460           62
    46454        486           50
    46416        542           62
    46248        428           56
    46266        540           78
    46378        516           76
    45638        506           50
    46656        484           58
    46150        490           76
    46068        474           54
    45932        452           42
    46054        512           66
    46172        494           50
    46430        552           58
    45592        512           54
    45776        520           56
    46342        504           50
    45856        508           72
    46234        500           64
    46396        440           58
    45948        520           66
    45828        514           52
    46186        506           64
    45752        466           48
    46414        502           44
    46484        502           68
    46794        478           70
    46180        494           50
    45934        484           52
    46546        542           62
    45968        532           56
    46278        508           48
    46298        466           64
    46400        486           48
    46410        492           36
    45760        470           54
    45914        492           58
    45900        444           56
    45912        452           50
    46334        460           58
    45938        536           80
    45898        516           74
    45840        468           60
    46380        452           42
    45886        462           78
    46302        454           50
    46290        480           56
    46116        528           60
    46342        488           52
    46288        518           44
    45966        520           54
    46044        490           68
    46476        530           58
    46062        494           56
    46756        534           62
    45564        428           50
    46250        466           40
    46416        524           60
    46240        456           58
    46588        478           56
    46118        536           76
    46538        460           48
    46586        508           68
    46002        464           48
    46538        496           46
    46282        480           66
    46110        478           48
    46286        462           56
    46316        524           68
    45998        442           64
    45656        472           66
    46006        472           54
    46146        548           70
    46348        460           66
    45902        418           40
    46548        492           64
    46044        430           36
    46060        470           54
    46386        462           46
    45734        488           68
    45820        560           58
    46086        488           60
    46292        526           54
    46754        544           64
    46094        500           52
    46198        444           56
    46314        494           50
    46568        478           56
    45888        420           40
    46036        492           64
    46014        544           64
    46070        430           34
    46610        490           62
    45884        456           64
    45756        506           54
    46164        450           60
    46526        464           56
    46652        546           54
    46320        498           54
    46012        452           44
    45798        402           32
    46298        468           40
    46138        506           44
    46162        476           56
    46518        502           64
    46102        502           44
    46080        494           52
    46068        520           42
    46124        502           62
    45724        476           64
    46564        496           56
    46134        536           42
    46086        512           54
    46070        480           54
    46650        508           54
    46238        496           48
    46514        496           68
    46606        514           62
    46036        502           44
    46392        480           48
    46336        498           52
    46610        514           50
    46414        520           56
    46046        516           64
    46002        516           54
    46118        432           62
    46342        446           38
    46054        516           48
    46366        470           48
    46250        484           46
    46196        488           66
    46542        480           52
    45538        518           62
    46120        464           30
    46360        494           50
    46630        498           56
    45978        498           58
    46226        480           52
    46052        462           44
    46148        516           50
    45966        484           54
    46076        466           56
    45804        502           52
    46384        482           56
    46096        500           60
    47020        500           54
    46204        504           60
    46292        534           56
    46320        542           38
    46186        512           58
    46520        524           36
    46122        408           50
    46648        538           70
    46112        452           56
    46426        538           70
    45792        538           60
    46546        468           44
    46420        506           42
    46304        490           60
    45990        498           62
    45952        502           38
    46320        520           28
    46304        438           38
    46366        514           50
    46450        536           54
    46140        510           60
    46064        498           58
    45770        448           52
    46420        420           48
    45722        468           48
    46018        470           60
    46168        558           66
    46758        512           64
    46172        452           60
    45984        502           50
    45892        530           86
    46368        504           56
    46330        540           74
    46204        524           66
    46078        520           56
    46428        462           42
    46576        450           46
    46224        502           62
    45550        462           58
    46106        444           60
    46136        432           50
    46174        498           68
    46118        518           68
    46142        472           64
    46290        506           74
    45806        430           34
    46494        554           56
    45694        468           60
    46246        494           54
    46436        508           34
    46204        516           56
    46336        514           54
    46316        508           58
    46504        470           56
    45902        530           78
    46084        450           52
    46302        506           60
    46336        496           74
    45778        458           56
    46328        438           62
    46396        522           52
    46200        442           60
    46074        446           58
    46110        476           60
    46114        514           48
    45740        516           58
    46348        474           60
    45622        486           50
    46576        472           60
    46160        496           54
    45674        506           54
    46142        470           48
    46384        430           48
    46444        476           64
    46358        508           84
    46350        528           70
    46138        472           46
    46336        432           54
    45782        556           54
    46532        492           58
    46256        482           70
    46054        496           44
    46286        506           68
    46246        528           72
    45934        486           80
    46130        514           48
    46062        476           46
    46052        474           40
    46394        486           62
    45998        496           72
    46282        440           44
    46060        548           64
    45706        498           60
    46314        464           38
    45338        478           56
    46466        482           52
    46276        512           36
    45892        452           48
    46480        464           38
    46268        532           66
    46238        482           64
    46608        488           56
    45760        516           70
    46226        524           54
    46464        512           62
    46628        490           52
    45804        468           58
    45888        530           52
    46342        526           80
    46472        488           64
    46288        504           54
    46014        510           72
    46668        514           46
    46534        530           56
    45964        484           56
    46476        534           74
    46552        526           64
    46696        488           52
    46104        526           44
    46172        470           36
    45640        476           48
    46822        460           60
    45936        486           50
    46930        472           60
    45512        476           42
    45806        498           58
    46290        506           60
    46250        506           44
    46466        504           56
    45918        474           64
    46180        508           60
    46256        472           52
    45636        530           66
    45584        500           52
    46128        534           66
    45996        506           60
    45830        450           30
    45964        482           58
    45656        448           36
    46116        452           48
    46466        530           52
    46820        522           62
    45632        478           56
    46336        466           40
    45776        458           64
    46640        522           70
    46206        554           62
    46638        466           52
    46314        496           68
    46056        452           40
    46312        474           50
    46464        492           36
    46382        496           70
    46702        526           50
    46160        474           84
    46436        452           48
    45968        474           50
    46546        500           74
    46626        462           48
    46218        508           50
    46010        464           48
    46044        528           26
    46424        544           88
    46358        424           60
    46084        474           56
    46088        470           44
    46470        454           48
    46202        512           46
    46258        524           64
    46368        476           68
    46208        528           50
    45960        488           48
    46048        514           48
    46076        506           44
    46188        500           50
    45734        474           62
    45926        470           54
    46316        530           60
    46670        508           74
    46060        534           56
    45732        540           40
    46926        536           48
    45834        494           46
    45850        454           34
    45886        506           50
    46050        472           54
    45966        510           52
    46220        452           52
    45924        542           80
    46266        516           48
    45960        490           74
    46326        484           48
    46358        490           62
    45498        514           42
    45686        490           60
    46550        466           48
    46158        502           62
    46342        470           50
    46336        490           60
    46348        554           68
    46424        454           50
    46716        534           40
    46350        498           54
    45972        540           72
    46300        572           62
    46412        532           74
    47256        490           62
    46366        512           30
    46048        474           50
    46398        518           56
    46408        486           48
    45666        484           66
    46338        516           52
    46870        474           44
    46014        508           62
    46118        454           52
    45670        466           52
    46388        444           28
    45834        438           52
    46478        446           34
    46738        466           56
    46214        490           56
    46946        518           48
    46394        468           62
    45826        452           52
    46266        434           68
    46396        518           56
    46562        502           56
    46532        508           48
    46294        502           66
    46360        492           58
    46452        506           72
    46020        478           56
    46688        494           62
    46282        428           50
    45706        514           60
    46300        514           64
    46034        494           56
    46388        474           52
    46424        492           48
    45624        530           58
    46334        530           42
    46018        442           44
    46100        462           54
    46254        452           52
    46782        544           76
    46040        488           52
    46158        512           50
    46794        488           46
    46128        510           36
    45954        466           64
    46260        486           54
    45698        484           44
    46136        494           68
    46434        376           54
    45746        520           56
    46316        494           58
    45784        480           64
    46118        486           70
    45770        502           64
    45794        448           52
    46322        514           58
    45870        486           54
    46232        510           60
    46032        498           58
    46146        486           58
    46438        524           64
    46274        510           48
    46600        468           68
    46668        486           60
    46418        460           74
    46042        484           56
    46214        492           54
    46490        504           50
    45806        462           48
    46260        460           40
    46152        518           54
    46420        460           76
    46306        512           58
    46372        434           58
    46558        562           76
    46106        476           52
    46276        474           58
    45838        536           74
    46216        482           62
    46108        490           56
    46020        528           44
    46122        496           50
    45962        528           52
    46010        494           62
    46600        534           78
    45822        474           50
    46070        450           38
    45906        474           50
    46156        494           60
    46290        502           50
    46304        466           60
    46196        520           66
    45808        458           64
    46430        508           58
    46360        530           44
    46114        516           56
    45896        482           48
    45732        498           56
    46038        500           40
    45990        490           68
    46170        472           52
    45904        510           46
    45902        490           58
    45944        472           52
    46082        556           52
    45910        466           50
    46104        518           52
    46038        504           82
    45932        510           62
    46304        494           54
    46310        512           52
    46054        488           50
    45440        454           40
    45954        490           58
    46292        488           38
    46098        528           80
    46238        522           46
    46088        458           66
    45982        526           56
    46134        532           64
    45564        530           60
    46176        526           58
    45972        498           56
    46576        504           70
    46230        484           58
    46422        480           38
    46556        508           66
    45886        490           56
    45796        494           58
    46284        508           52
    46182        540           58
    46296        456           64
    45702        492           52
    46444        464           60
    46248        482           54
    46528        536           54
    46392        504           56
    46048        594           72
    46072        492           50
    46468        474           62
    46378        508           52
    46220        528           58
    46658        466           42
    46176        478           52
    46136        424           48
    46582        448           48
    45606        518           54
    46500        514           58
    45790        458           70
    46414        478           48
    46096        470           48
    46304        492           68
    46112        496           56
    46192        486           54
    46256        518           42
    46496        458           40
    45878        496           54
    45918        506           68
    46340        470           68
    46262        486           60
    46696        552           48
    45760        544           64
    46284        564           64
    46622        506           64
    46274        518           54
    45978        474           64
    46882        432           74
    46000        530           60
    46340        466           52
    46070        462           40
    46392        472           62
    46572        440           44
    46070        526           70
    45668        506           60
    46518        478           50
    45860        460           70
    45820        456           52
    46150        542           72
    45924        504           52
    46432        484           52
    45530        436           38
    45864        446           38
    45794        502           64
    46314        490           64
    46202        496           58
    46264        496           48
    46212        432           48
    45764        522           52
    46656        454           54
    46258        512           44
    45988        464           46
    46000        496           68
    46366        476           50
    46246        518           58
    46686        492           42
    46054        502           50
    45798        462           34
    46560        454           70
    45794        522           54
    46234        460           52
    46436        516           64
    46242        510           44
    45744        540           44
    45912        452           52
    46016        502           56
    46274        446           56
    45972        474           54
    46220        476           54
    46320        468           52
    46654        514           76
    46252        498           60
    45974        528           48
    45956        456           44
    45958        504           38
    46052        492           60
    45596        500           74
    46298        514           84
    45988        476           44
    45758        454           50
    46388        532           86
    46518        516           42
    46542        516           64
    45904        412           48
    45890        464           68
    45618        498           78
    46020        496           30
    46440        528           56
    46160        430           52
    45662        484           64
    46142        494           54
    46032        492           56
    46074        488           60
    45624        454           38
    45668        466           38
    46216        478           56
    46864        468           46
    45786        504           70
    45978        512           48
    46460        498           54
    46524        508           52
    46264        514           50
    45976        484           58
    46178        518           94
    46494        442           64
    46368        464           44
    46096        432           52
    45868        510           50
    45940        508           60
    46238        476           56
    45990        482           46
    46222        498           64
    46216        474           50
    46512        516           52
    46040        490           44
    46590        514           58
    46232        480           50
    46080        500           70
    46182        480           52
    46536        490           56
    46132        518           56
    45620        496           52
    46098        496           60
    46332        484           56
    46196        520           56
    46850        528           64
    45862        488           50
    45908        434           44
    45854        518           40
    46422        526           74
    45718        452           50
    46518        500           60
    45990        496           40
    46120        498           44
    45770        538           72
    46334        498           46
    46692        518           36
    45428        454           56
    46020        558           80
    46200        468           56
    46762        530           64
    46200        432           32
    46384        518           70
    46032        562           60
    46222        554           64
    46494        510           64
    45928        456           62
    46086        522           74
    45934        532           66
    46600        382           46
    45520        498           56
    45856        484           42
    45824        504           52
    46220        506           70
    46412        488           78
    46450        468           50
    46294        402           34
    45976        486           56
    46326        500           66
    46432        520           42
    46070        468           44
    45884        480           48
    46416        540           80
    45956        488           70
    46092        548           64
    46398        556           62
    46406        434           54
    46184        516           76
    45708        466           56
    46100        444           40
    46236        464           40
    46776        566           46
    46076        488           50
    45820        452           40
    46612        482           50
    45928        460           54
    46300        498           58
    46684        502           58
    46298        486           62
    46504        534           78
    46242        456           68
    45746        470           70
    45894        448           64
    45898        516           64
    46420        464           38
    45824        502           84
    46306        514           54
    46324        482           58
    46404        484           50
    46710        540           72
    46360        496           70
    46212        464           56
    46386        530           48
    46386        492           58
    45834        482           64
    46052        454           52
    46506        456           48
    46034        494           64
    46092        502           52
    45840        444           40
    45940        472           52
    46210        470           44
    46018        508           52
    46350        494           48
    46558        500           56
    45994        432           36
    46348        462           50
    46460        530           52
    45922        502           54
    46596        520           68
    46224        524           40
    46062        450           74
    46364        432           62
    46280        528           66
    46428        534           52
    46198        536           48
    45786        548           60
    45846        520           62
    46122        478           62
    46072        534           64
    46172        546           54
    46314        510           52
    46466        472           54
    45750        516           52
    46244        536           70
    46278        472           74
    46630        526           60
    46612        510           54
    45858        510           62
    46360        480           50
    45778        418           62
    46104        516           48
    45926        452           34
    46426        504           56
    46416        526           50
    46644        458           48
    46062        466           50
    46580        556           74
    46316        526           60
    46812        478           52
    46120        506           52
    46134        538           62
    46304        498           36
    45760        516           70
    46350        520           38
    45870        542           70
    45672        550           70
    46368        464           50
    46112        520           58
    45824        440           54
    46262        494           64
    46222        532           66
    46484        480           50
    45844        514           54
    45886        524           70
    46120        462           42
    46610        458           52
    46250        446           50
    46214        518           64
    46592        466           60
    46098        474           42
    45648        484           60
    45980        462           58
    46278        464           50
    45706        468           46
    46720        478           70
    46094        460           38
    46874        478           56
    46560        410           62
    46190        492           72
    46276        506           48
    46216        488           62
    46184        474           72
    46314        532           50
    46362        518           66
    46320        484           52
    46276        506           74
    46734        494           38
    45890        540           70
    46168        470           58
    46158        544           52
    46144        476           56
    46114        448           50
    46040        508           58
    46488        498           62
    46094        446           46
    46282        520           58
    46026        468           62
    46518        526           82
    46318        480           54
    45868        532           64
    46190        476           50
    46614        490           58
    45916        522           60
    46554        522           60
    46316        498           42
    46842        494           62
    46610        484           62
    46364        502           54
    46298        514           48
    46860        528           28
    46744        536           56
    46236        454           44
    46056        504           70
    46286        480           62
    45826        442           54
    46428        534           60
    46154        546           42
    46416        482           62
    46258        456           54
    46418        496           42
    46442        576           56
    46178        498           64
    46464        510           64
    46112        478           62
    46050        468           42
    46144        506           48
    45858        484           62
    46398        488           58
    46208        510           58
    45828        544           82
    46706        514           74
    45966        522           38
    45812        498           58
    46208        500           42
    46304        478           70
    46108        482           62
    45454        432           52
    45674        530           60
    45962        458           48
    45924        504           66
    46476        448           60
    46134        462           58
    46218        574           58
    46852        524           64
    46548        538           54
    46392        532           60
    46240        546           64
    46376        456           58
    46650        574           72
    46444        512           56
    45804        548           50
    46212        492           56
    45616        444           38
    46388        518           56
    45836        528           80
    45888        552           80
    45984        466           60
    46052        522           72
    45940        478           54
    45660        480           54
    46016        540           64
    46660        464           60
    45644        532           60
    46538        526           52
    46294        444           62
    46088        444           56
    46320        478           58
    46594        426           22
    46170        494           64
    45972        446           46
    46312        456           44
    46314        466           50
    45922        444           44
    46260        504           62
    45810        446           40
    46276        510           72
    46374        526           58
    46316        458           54
    45908        478           44
    46108        470           64
    46140        530           66
    46092        502           56
    46150        506           46
    46550        532           52
    46398        476           46
    46194        482           64
    45512        492           52
    46342        482           72
    45878        474           40
    46132        470           60
    46032        530           84
    46370        520           54
    45872        486           64
    46726        548           34
    46230        546           56
    46296        546           64
    46228        530           48
    45902        542           64
    45518        482           70
    46296        504           64
    46228        556           62
    46152        468           56
    45830        502           72
    46998        492           52
    46212        506           50
    45584        488           74
    46322        464           34
    46492        512           58
    45942        496           52
    46330        516           46
    45930        512           48
    46178        488           62
    45460        506           52
    46472        482           56
    46264        462           62
    45768        450           70
    46172        504           76
    45990        504           58
    46416        480           44
    45940        494           56
    46136        482           78
    46262        454           54
    46176        478           34
    46338        504           64
    46006        480           46
    46298        420           62
    46360        474           46
    46278        454           58
    46138        486           62
    46474        546           50
    46410        462           54
    45906        488           54
    46116        452           64
    46354        436           52
    46404        520           48
    46422        478           58
    45932        494           54
    45602        474           72
    46288        590           86
    45802        490           66
    46010        462           54
    45956        442           68
    46444        478           58
    46112        490           60
    46640        502           54
    45954        456           52
    46246        440           48
    45974        484           54
    46144        478           46
    46626        488           50
    46522        498           62
    46084        476           66
    46550        456           50
    45848        428           42
    46660        480           46
    46348        504           52
    46766        442           52
    45702        468           50
    46004        510           52
    46338        478           44
    46378        462           64
    46102        518           68
    46412        502           68
    46530        432           40
    45610        456           58
    46694        510           62
    46702        472           68
    46422        476           40
    46012        492           72
    46158        522           84
    46750        534           52
    45744        538           52
    45602        486           52
    46126        484           54
    45710        526           48
    46072        470           46
    46026        484           58
    46300        518           46
    46064        512           58
    45940        502           70
    45702        456           52
    46578        478           44
    45912        448           46
    46604        506           74
    46114        468           62
    46518        472           52
    46218        478           54
    45662        458           60
    45886        508           54
    45962        508           52
    46630        460           56
    46418        536           64
    46152        488           46
    46276        468           38
    45962        466           46
    46128        552           84
    46092        528           66
    46228        520           60
    46362        496           34
    46882        458           58
    45820        486           42
    45652        464           60
    46128        502           56
    45828        526           62
    46648        506           52
    46536        436           42
    46250        500           50
    46312        472           46
    46564        548           60
    45930        504           60
    46368        456           44
    45938        448           40
    46010        470           52
    46516        498           62
    45784        494           56
    46508        478           48
    45864        458           48
    46716        428           54
    46542        442           48
    46198        562           64
    46222        460           58
    46308        480           36
    46310        512           60
    45966        536           64
    46348        474           50
    46404        472           44
    46006        568           64
    45680        496           46
    45912        512           60
    45906        466           42
    46010        452           60
    46274        502           56
    46016        458           50
    45684        420           42
    46282        460           50
    46340        486           60
    46000        498           44
    46460        524           74
    46146        522           60
    45880        470           58
    46018        486           42
    46362        508           70
    46314        492           44
    45376        428           44
    46210        468           58
    45584        466           58
    46544        478           60
    46428        548           54
    45746        464           54
    45802        528           42
    46382        514           70
    45974        542           68
    45684        514           54
    45824        508           62
    46350        498           60
    46018        556           72
    46226        478           72
    46256        502           40
    46432        548           78
    46338        432           42
    46002        514           46
    45892        520           74
    46276        506           58
    46446        504           70
    45778        486           50
    46308        522           54
    46756        536           66
    46194        464           46
    46010        440           48
    46054        512           52
    45882        482           56
    45884        478           74
    45624        478           64
    46094        506           44
    46356        458           36
    46248        472           54
    46216        530           40
    46402        524           62
    45922        450           60
    45518        512           68
    46432        496           68
    46038        482           62
    45936        472           62
    46258        482           34
    46194        500           70
    45838        450           66
    46324        470           44
    46360        486           52
    46062        482           52
    46324        512           64
    46072        464           72
    46676        484           64
    45632        478           44
    46678        564           72
    46022        522           54
    46342        438           58
    45798        512           60
    46208        518           62
    46164        442           72
    46170        504           62
    46488        512           60
    45922        498           50
    46472        470           48
    46940        490           50
    45926        504           66
    45762        526           64
    45662        468           80
    46704        590           62
    45734        482           50
    46572        542           68
    46520        546           56
    46142        484           50
    46096        474           50
    45892        454           38
    46342        516           50
    45990        530           54
    46294        508           66
    45940        504           46
    46324        504           54
    46036        528           66
    45806        528           66
    46176        464           74
    46004        478           64
    46524        514           64
    45858        524           38
    46394        498           54
    45818        456           64
    46192        540           58
    46268        452           54
    46150        440           56
    46168        478           56
    46168        488           50
    46286        480           70
    45976        450           56
    46456        472           58
    45542        498           60
    45884        450           50
    46256        532           66
    45938        452           66
    46200        494           36
    46084        482           62
    45756        458           62
    46642        476           40
    46278        466           58
    46318        454           42
    45652        494           60
    46372        514           56
    46336        464           38
    46076        466           48
    46286        446           44
    46500        480           48
    45888        490           60
    46298        456           74
    46288        456           58
    46180        532           74
    45730        496           56
    46430        520           60
    45856        430           58
    45982        518           62
    46266        472           44
    46222        474           56
    46150        494           64
    46636        484           50
    45856        492           46
    46274        462           60
    45572        502           86
    46562        504           62
    45938        472           52
    46374        520           42
    45930        518           50
    45966        520           50
    46624        544           56
    46468        480           68
    46484        526           60
    45704        488           72
    46662        448           48
    45858        530           64
    46098        464           52
    45458        500           54
    45976        452           52
    46412        506           48
    45950        520           80
    46284        572           76
    46122        472           58
    46464        450           52
    46146        442           44
    46160        484           40
    45696        458           48
    46376        510           66
    46362        498           44
    46230        440           56
    46758        528           42
    46122        524           46
    46076        542           52
    45998        480           46
    46286        504           58
    46180        494           36
    46206        496           54
    46008        460           46
    45962        460           68
    46524        446           46
    46204        540           50
    45682        492           54
    46264        522           86
    45926        438           64
    45696        532           72
    46144        542           60
    46046        518           66
    45314        542           72
    46350        428           40
    46388        492           60
    45874        456           44
    46134        498           72
    46338        488           44
    46248        460           48
    46164        496           46
    45960        442           34
    45812        460           66
    45996        492           74
    45736        504           50
    46472        514           64
    45898        526           54
    46334        490           66
    45712        456           64
    46252        520           62
    46068        486           58
    46348        430           70
    46328        530           50
    46244        486           36
    45860        474           58
    46068        492           44
    46284        478           48
    46484        480           54
    46656        556           62
    46298        454           48
    46282        482           54
    46028        486           64
    46528        512           58
    46212        514           52
    45984        540           44
    46308        452           38
    46048        492           50
    46498        534           34
    46146        472           58
    46212        512           60
    45800        526           48
    46108        518           44
    45816        502           58
    45926        524           66
    46006        496           52
    46284        466           64
    46334        544           76
    46284        484           54
    46302        458           50
    46146        450           54
    46000        510           66
    46346        536           60
    46178        480           40
    46850        486           56
    46088        526           66
    46218        494           54
    45704        582           76
    46384        472           58
    45832        460           38
    45964        508           54
    46296        494           50
    46322        430           48
    46152        468           44
    45694        486           84
    46584        478           54
    46270        480           70
    46370        464           46
    46186        504           46
    46530        484           50
    46294        540           60
    45918        440           44
    46326        492           68
    46468        556           62
    46202        552           58
    46024        564           62
    46348        470           50
    46532        514           50
    46250        488           62
    46100        462           56
    46024        494           46
    46168        498           62
    46464        498           54
    45882        504           46
    46186        450           36
    45676        416           44
    46024        418           56
    45972        516           66
    46132        546           62
    46586        484           44
    46136        454           40
    45488        492           62
    46314        478           62
    45986        488           52
    45802        496           58
    46014        502           44
    46058        474           46
    46034        504           64
    46474        532           38
    46318        490           62
    46440        492           68
    46048        482           42
    46234        492           56
    46296        484           62
    46294        464           34
    46818        542           54
    46102        456           60
    46282        488           28
    46312        532           72
    46122        516           60
    46566        498           52
    46238        478           52
    46348        526           54
    45868        506           64
    45896        474           52
    45858        454           54
    46542        544           40
    46490        544           64
    45682        538           58
    46074        478           56
    46062        504           60
    46276        464           48
    46794        518           62
    46316        492           42
    46280        474           66
    46202        526           46
    45800        504           62
    46018        506           60
    46244        482           54
    46642        538           64
    46164        490           42
    46080        468           56
    46042        466           60
    46212        496           46
    46324        478           64
