# planets   transits   detectable
    23238        304           26
    22760        198           26
    22930        246           22
    22830        252           26
    23062        228           22
    23404        196           24
    22798        256           20
    22930        214           18
    22844        264           26
    23242        268           22
    23284        258           34
    23442        274           20
    23158        194           18
    23246        242           38
    23000        238           40
    23070        258           24
    23410        254           18
    22956        270           12
    22874        230           14
    23304        274           20
    22966        264           26
    23150        238           14
    22970        266           30
    22780        224           32
    23060        264           18
    22954        256           20
    22956        212           14
    22618        226           28
    22896        224           22
    22936        286           26
    23274        234           38
    23078        248           26
    23178        230           38
    23150        254           32
    23548        248           32
    23320        220           22
    23138        258           24
    23364        272           30
    23028        244           22
    23138        236           24
    23288        250           28
    23080        254           36
    23242        236           24
    23130        228           32
    23466        256           28
    23238        210           14
    23228        266           34
    23188        232           16
    22758        242           26
    22964        258           28
    23268        252           26
    23180        274           30
    22660        224           14
    23058        260           24
    23312        244           20
    23228        222           24
    22952        240           20
    23292        268           22
    23102        210           16
    23152        258           38
    22978        226           30
    23376        272           20
    22934        230           36
    22992        254           18
    23090        238           28
    22360        274           32
    23058        224           40
    23400        240           26
    23320        192           12
    23402        242           34
    23478        278           40
    23052        256           30
    23230        262           38
    22996        220           18
    22794        250           18
    22648        218           24
    22950        238           18
    22980        254           32
    23148        248           20
    23330        278           28
    23154        258           18
    23624        264           36
    23024        224           22
    23128        222           24
    22846        252           22
    23336        246           26
    22862        224           30
    22924        234           20
    22866        244           28
    23134        206           24
    23122        230           28
    22662        252           38
    22962        214           30
    23392        294           28
    22838        210           16
    23006        216           30
    23234        242           20
    23556        276           38
    23100        258           24
    23208        254           28
    23214        224           24
    23266        260           30
    23480        230           24
    23342        224           24
    23484        268           40
    22944        228           14
    23204        270           30
    23150        266           18
    23228        240           22
    22872        236           20
    22886        302           24
    22774        228           14
    23092        250           18
    23058        226           20
    23090        252           26
    22848        220           28
    23252        238           26
    23292        260           22
    23610        268           26
    23228        244           22
    23320        232           30
    23376        278           28
    23156        254           38
    23322        254           20
    22692        250           24
    23442        256           22
    23114        244           28
    22696        248           30
    23292        280           28
    23118        260           28
    23314        236           34
    23148        250           22
    23182        270           12
    23090        228           26
    23202        252           16
    22848        260           32
    23060        238           28
    22862        268           20
    23208        254           34
    22974        260           20
    23202        244           40
    23068        238           36
    23170        222           22
    23058        294           16
    22846        266           34
    22864        246           18
    23358        226           10
    22976        258           18
    23514        254           16
    23002        236           34
    22952        226           36
    22988        224           36
    23460        242            4
    22746        252           16
    23160        250           32
    23298        248           10
    23218        254           34
    22652        260           14
    23108        256           30
    22560        252           34
    22816        222           22
    23188        264           42
    22984        274           30
    23378        266           30
    23384        298           38
    22870        288           24
    23316        286           48
    23266        288           30
    23126        250           28
    23208        236           36
    23262        230           26
    23028        242           20
    23148        236           22
    23004        240           20
    23014        262           18
    22794        232           26
    22924        284           38
    23290        254           22
    23078        214           20
    23100        244           20
    23346        246           32
    23376        198           24
    23012        222           16
    23394        232           34
    23138        228           32
    23512        248           20
    23344        280           34
    23068        222           20
    22694        248           30
    22894        270           26
    23434        280           24
    23246        236           26
    23430        262           26
    23480        228           24
    22796        252           34
    23020        252           30
    23206        240           24
    23204        228           30
    23144        226           22
    23160        260           40
    23270        226           22
    22760        244           24
    23240        272           28
    22808        226           22
    23390        268           16
    23138        256           22
    23234        226           26
    23072        266           34
    22992        234           12
    23070        250           26
    23196        240           20
    22986        174           20
    23520        276           36
    23598        228           26
    23094        252           26
    22706        246           24
    23126        242           18
    22944        230           26
    23214        272           40
    22804        230           32
    23320        230           24
    23130        212           18
    22926        246           36
    22900        294           16
    23266        240           20
    23102        224           22
    22816        270           30
    23156        300           28
    23156        226           18
    23112        234           26
    23124        250           22
    23142        230           14
    23412        252           22
    23314        220           26
    22762        244           40
    23104        244           12
    23054        240           14
    23038        276           32
    22880        214           18
    22860        254           38
    23070        230           16
    23026        254           22
    23202        254           28
    22788        206           14
    23272        260           28
    23052        256           16
    23278        272           32
    22872        208           24
    23032        230           20
    22876        242           46
    23000        284           36
    22930        268           32
    23388        228           22
    22974        238           32
    22996        230           28
    23194        176           18
    22962        242           30
    23030        244           24
    23052        216           28
    22896        228           26
    23056        272           26
    23262        222           28
    22784        234           28
    23182        184           18
    23780        270           30
    22836        262           22
    23018        258           26
    22978        228           22
    22942        218           18
    23212        270           38
    23096        240           20
    22766        228           24
    22998        242           18
    22946        212           22
    23046        250           10
    22942        228           20
    22846        236           12
    23270        264           30
    23048        236           32
    22918        240           16
    23268        258           28
    23024        238           26
    23028        230           26
    23348        252           22
    23268        278           24
    23018        248           36
    23050        220           26
    23088        236           28
    22970        214           30
    22966        284           42
    22978        270           22
    23164        250           36
    22794        218           26
    22942        228           18
    23384        176           18
    23016        278           40
    23094        266           24
    23390        244           10
    23094        222           20
    23072        240           32
    22894        246           22
    22940        264           34
    23244        288           26
    23028        226           38
    23244        250           20
    23168        256           10
    23242        236           40
    23410        260           20
    22716        252           22
    22738        244           20
    23286        288           24
    22946        290           22
    23250        278           34
    22624        236           30
    22978        222           38
    23656        232           32
    22934        236           32
    23632        258           20
    23094        260           34
    23046        260           38
    23336        234           28
    23238        198           28
    23118        254           24
    23064        258           26
    23078        204           26
    23224        278           30
    23196        244           30
    23516        278           26
    23076        246           22
    22876        258           28
    22938        296           24
    23440        270           18
    23154        272           14
    22816        240           22
    22678        256           20
    23062        248           12
    23192        274           24
    23466        184           20
    23376        262           24
    22972        266           32
    23160        254           18
    23116        214           24
    23274        238           26
    23032        224           16
    23304        258           30
    22992        252           22
    23250        260           32
    22780        264           30
    23010        256           34
    23034        228           22
    23226        238           30
    23014        298           40
    22784        248           34
    22788        218           26
    22874        240           24
    22672        204           18
    22796        240           22
    23228        238           18
    23422        264           24
    23110        228           26
    22902        244           36
    22608        228           24
    22898        222           22
    23226        224           16
    23060        268           34
    23004        256           26
    23218        280           22
    23212        280           22
    23124        238           18
    23478        262           20
    22828        216           22
    22986        236           30
    23236        270           42
    22760        284           42
    23006        256           38
    23192        240           24
    23380        258           30
    22640        228           34
    23346        286           20
    23210        260           28
    22998        244           22
    22892        248           36
    22942        266           26
    23278        254           22
    22714        250           28
    22996        232           30
    23138        268           22
    23178        200           16
    23464        228           18
    23034        216           22
    23314        234           16
    22940        252           18
    23174        230           28
    22884        256           32
    23362        234           34
    23490        234           12
    23240        256           30
    23088        324           38
    23040        204           22
    23250        256           34
    22960        240           16
    23018        256           24
    23244        240           28
    23198        222           18
    22930        256           30
    22756        230           18
    23094        250           28
    23268        238           16
    23156        246           34
    22872        220           16
    23014        232           28
    23138        248           10
    22634        250           26
    23084        298           18
    23058        266           22
    22752        244           18
    23214        272           30
    23394        244           34
    23612        262           34
    22786        260           30
    23296        228           10
    23142        234           26
    23206        218           28
    23106        258           28
    22924        238           26
    23230        280           28
    23296        262           22
    23102        302           38
    23054        232           22
    23224        272           22
    23122        246           34
    22968        252           30
    23168        276           26
    23250        266           36
    23200        254           40
    23232        254           30
    22854        234           24
    23398        256           38
    23178        230           14
    23452        244           24
    22574        232           16
    22962        236           28
    23162        258           26
    23082        230           18
    23040        214           36
    23156        288           24
    23276        222           16
    23504        280           24
    23202        256           26
    22922        262           26
    22942        230           16
    23116        242           24
    22944        244           20
    22756        236           18
    23200        242           30
    22646        236           40
    23132        254           30
    22562        238           18
    22698        284           36
    22918        252           22
    22736        274           30
    23342        244           28
    23042        256           22
    23132        266           24
    23210        220           24
    23606        274           40
    23196        252           38
    23058        226           22
    22874        270           28
    23194        246           20
    22972        264           28
    23280        290           30
    22928        242           26
    23554        282           36
    22872        202           16
    22928        200           20
    22976        192           14
    22908        250           28
    23198        272           24
    23076        234           20
    23158        244           26
    23430        236           18
    23008        242           28
    23468        252           26
    23204        244           22
    23110        278           26
    22980        264           24
    22774        248           32
    22556        230           20
    22966        278           20
    22908        246           24
    23374        244           24
    22822        272           26
    22914        256           20
    23060        240           28
    23408        240           30
    22610        232           24
    23026        234           16
    22936        248           22
    22952        272           30
    23152        226           22
    23062        250           22
    23102        250           32
    22848        222           22
    23322        264           24
    23212        296           18
    23072        312           38
    23178        242           20
    23334        198           22
    22876        298           28
    23034        262           42
    22958        214           20
    23604        252           46
    23122        270           34
    23094        210           10
    22912        202           26
    23158        242           18
    22736        254           28
    23170        272           38
    23004        258           32
    22888        234           26
    23410        254           28
    22870        216           28
    22916        270           24
    22932        240           26
    22872        258           28
    23214        288           22
    23158        262           40
    23238        248           24
    23068        250           38
    23132        258           20
    23150        270           24
    23328        270           22
    22962        268           18
    23410        228           34
    22704        230           32
    23324        254           22
    23150        216           28
    22964        232           30
    23486        256           38
    23242        242           20
    23556        268           16
    22888        254           32
    23410        228           30
    23294        212           22
    22942        234           24
    22972        280           30
    22924        274           44
    23384        274           20
    23136        286           24
    23152        250           28
    23120        248           18
    23438        266           32
    23588        230           34
    22900        272           28
    23312        280           26
    23318        234           20
    22920        244           28
    23052        230           28
    22712        234           24
    22902        238           22
    23054        238           34
    22604        244           26
    23074        246           26
    23478        240           22
    23284        272           30
    22930        230           30
    22966        248           34
    22962        272           24
    23144        202           18
    22850        254           34
    23538        224           30
    22994        262           28
    23044        238           14
    23064        212           14
    22864        252           18
    22876        254           22
    23050        242           18
    23172        214           28
    23324        248           32
    23172        262           34
    23478        252           20
    22682        244           30
    23242        262           18
    22868        194           20
    23128        286           28
    23274        236           26
    23154        276           38
    23098        224           26
    22962        264           20
    23166        280           28
    23046        264           22
    22926        232           22
    23042        254           28
    22918        218           26
    23022        250           20
    22870        286           34
    23264        256           30
    22942        250           24
    23130        242           22
    23350        256           24
    22866        252           20
    22932        276           30
    23250        256           36
    23304        254           14
    23070        248           28
    23254        238           24
    22934        254           28
    23416        258           36
    23008        246           34
    23148        274           18
    23310        254           20
    22984        260           34
    22822        276           34
    22828        268           46
    23094        240           24
    23056        248           30
    22948        276           24
    23200        252           24
    23058        272           22
    23072        248           24
    22708        284           32
    23086        270           40
    23456        284           40
    23448        248           28
    23028        224           28
    23394        258           20
    23244        218           20
    23022        264           38
    23042        242           38
    22850        170           20
    22922        258           18
    22948        228           20
    23438        234           32
    23002        236           12
    23424        266           14
    22980        240           34
    23118        272           26
    22864        242           22
    23016        216           26
    22982        240           32
    23160        262           38
    22790        260           30
    23102        228           26
    22644        224           26
    23218        226           24
    23224        268           26
    22962        220            6
    22952        264           32
    23350        252           24
    23292        274           26
    22982        268           30
    23230        258           24
    22754        252           24
    23040        262           40
    22932        218           16
    23202        228           22
    23304        258           30
    23332        200           24
    22834        222           26
    23130        278           36
    22932        246           24
    23088        228           18
    23000        236           22
    22742        282           28
    23074        246           34
    23012        284           36
    23076        236           28
    23244        262           24
    22936        258           26
    23112        212           22
    23190        274           28
    23264        246           30
    23286        220           12
    23246        242           18
    23494        272           22
    22902        252           28
    23200        254           22
    23626        304           34
    23070        238           28
    23070        204           20
    23170        248           24
    23214        258           32
    22932        278           20
    23134        238           20
    23000        274           38
    23046        246           30
    23178        258           24
    22926        286           28
    23432        266           28
    23230        260           28
    23288        250           34
    22844        220           24
    23034        230           28
    22944        232           14
    22860        230           26
    23292        224           22
    23382        216           32
    23200        248           28
    22962        260           20
    23262        228           34
    22826        270           20
    22992        240           30
    22768        282           14
    23110        252           30
    22946        230           28
    23152        234           16
    23004        196           36
    23164        246           30
    22988        260           24
    23232        256           34
    22972        272           32
    23238        246           28
    23356        224           20
    22972        252           26
    23374        218           34
    23448        262           26
    23002        204           20
    23210        242           16
    23012        264           18
    23178        252           30
    22706        220           26
    23384        264           38
    23036        224           12
    23060        246           28
    23136        248           32
    22902        264           24
    23114        246           18
    23408        244           36
    23030        248           26
    23220        250           22
    23552        298           22
    23350        282           20
    23140        280           12
    23112        240           26
    23340        260           36
    23284        242           18
    23362        246           24
    22950        276           24
    22962        224           26
    23362        254           30
    23056        240           22
    23392        222           22
    23690        246           26
    22896        288           22
    23124        246           24
    23172        298           40
    23090        248           38
    23302        248           22
    22974        284           24
    23216        250           32
    22876        246           36
    22806        218           26
    22968        272           32
    23188        264           28
    23168        258           18
    23026        230           28
    23302        260           26
    23050        228           24
    22864        244           14
    23180        206           24
    23422        216           28
    23062        244           20
    22806        272           34
    23226        262           28
    23254        206           32
    23526        248           28
    23104        256           32
    23480        220           32
    23096        252           28
    23378        238           16
    22752        240           30
    23062        268           32
    22838        234           22
    23120        224           26
    23224        270           28
    23280        256           22
    23460        246           24
    23076        272           26
    23160        248           24
    22832        258           32
    23372        198           18
    23092        236           26
    23104        248           26
    23098        230           12
    23204        224           22
    23104        238           32
    22730        240           32
    23236        258           34
    22870        260           32
    23398        258           24
    23136        294           28
    22678        234           16
    22912        200           36
    23520        254           12
    22938        238           22
    23154        222           16
    22918        240           36
    23504        208           18
    23128        248           24
    23436        256           24
    22932        226           28
    23332        250           24
    23346        238           18
    23088        244           24
    23284        246           28
    23276        260           28
    23152        254           28
    23044        286           38
    23112        248           24
    23224        268           24
    22530        216           26
    22698        244           30
    23072        256           20
    22922        248           28
    23126        238           24
    22842        230           10
    23210        308           28
    22946        246           24
    23414        274           26
    22922        214           32
    22740        258           16
    23366        246           28
    22586        252           40
    23364        212           20
    23206        230           36
    22970        230           24
    23004        226           20
    23216        236           20
    23136        232           24
    22644        220           18
    23108        216           18
    23088        256           24
    23154        256           20
    23304        240           32
    23290        244           36
    23266        270           18
    23080        256           16
    23170        260           24
    22924        226           20
    22846        284           30
    23180        256           30
    22854        210           10
    22836        246           38
    22678        234           36
    23234        238           32
    23348        242           18
    22854        306           60
    23050        240           24
    23066        260           18
    23096        232           40
    23108        226           22
    22986        260           32
    23140        260           26
    22950        232           26
    23498        280           30
    23168        260           22
    22852        284           30
    23018        302           32
    23000        230           26
    23460        270           46
    23078        272           20
    22960        250           34
    23108        222           24
    22764        206           20
    22872        240           28
    23078        266           32
    23266        254           24
    22894        228           24
    23134        246           34
    23216        300           32
    22982        276           20
    23182        250           32
    23246        262           26
    23174        250           26
    23174        262           32
    22992        232           26
    22838        258           20
    23262        286           26
    23082        244           32
    23322        276           38
    23096        252           16
    22918        266           38
    22932        262           26
    22654        210           24
    23092        202           20
    22920        272           38
    22944        274           24
    22770        248           34
    23408        252           34
    23302        244           18
    23056        232           12
    22708        272           26
    22982        240           28
    23142        236           14
    23158        224           28
    23386        288           22
    23222        246           24
    23126        246           30
    23252        224           28
    22690        234           16
    23020        264           22
    22932        266           22
    22946        248           38
    23144        272           14
    23156        246           12
    22938        244           22
    23276        258           20
    23072        246           22
    22876        214           24
    23170        238           38
    23420        230           32
    22798        260           26
    22872        224           24
    23242        232           22
    23284        272           32
    23406        266           24
    23162        252           30
    23260        246           30
    22688        206           30
    23266        214           14
    23254        250           18
    22834        202           26
    23170        268           24
    23300        248           28
    23068        238           28
    23372        220           18
    23068        260           36
    23140        256           24
    22960        272           30
    23378        244           20
    22788        190           20
    22880        252           34
    23264        236           28
    23356        236           30
    23314        300           28
    22938        242           22
    22780        204           10
    23268        194           16
    23080        212           20
    23282        232           26
    23010        208           20
    23360        248           30
    23126        256           22
    23134        284           26
    23260        266           24
    23418        260           32
    22988        248           22
    22996        238           26
    22776        200           28
    23524        268           26
    23318        220           24
    22992        260           34
    22870        264           20
    23124        202           14
    23196        264           16
    23042        240           24
    23246        222           14
    23240        246           28
    23246        224           22
    23010        242           18
    23964        256           22
    23520        248           24
    23088        212           16
    23000        236           14
    23024        274           26
    23328        260           28
    22862        206           32
    23028        240           22
    23128        232           24
    23110        264           34
    22814        226           24
    23088        246           28
    22926        264           32
    23336        266           20
    23140        242           20
    23102        226           26
    23070        226           38
    22812        286           44
    22974        220           18
    22728        244           14
    23302        230           42
    23052        256           22
    23026        226           20
    23132        256           22
    22942        234           26
    23194        274           30
    23168        244           32
    23202        274           18
    23366        210           24
    23190        260           32
    23258        278           30
    23308        204           22
    23068        246           24
    23132        242           24
    23268        274           24
    23006        252           28
    23168        266           30
    23172        234           40
    23228        244           22
    23288        266           24
    22756        210           20
    23150        252           20
    23034        226           20
    23466        242           16
    22802        216           26
    22696        286           20
    22800        284           18
    22844        238           20
    23254        258           34
    23144        234           38
    23268        248           40
    23084        260           26
    23226        248           32
    23746        278           34
    23032        262           30
    23068        262           22
    23146        252           24
    23160        254           20
    23338        208           26
    23446        274           32
    22868        234           24
    23458        234           16
    22824        246           18
    23226        242           16
    22850        282           28
    22860        242           20
    23312        242           24
    23228        282           28
    23028        266           32
    22620        234           26
    23156        208           20
    23122        204           22
    23800        228           24
    23130        242           22
    23044        250           34
    23176        258           20
    23370        230           16
    23342        244           42
    23244        248           38
    23044        240           20
    22890        230           34
    23302        224           26
    23582        336           42
    23164        258           36
    23204        242           22
    22684        218           18
    23116        268           44
    23194        228           28
    22874        212           30
    23276        290           34
    23154        224           28
    23028        224           10
    23132        244           34
    23044        240           26
    23260        258           24
    23380        260           12
    23362        250           22
    23014        240           26
    23568        240           20
    22838        222           26
    22772        280           28
    23014        240           32
    22792        226           22
    22898        224           22
    23048        202           16
    23170        256           32
    22780        258           32
    23218        232           24
    23188        232           14
    22872        218           28
    23154        210           22
    22812        232           22
    22788        204           16
    23300        280           34
    22944        260           22
    23664        298           40
    23028        240           16
    23034        248           28
    23026        254           20
    23106        252           38
    22920        270           36
    23024        234           18
    22868        238           30
    22820        266           34
    22858        298           34
    23318        268           34
    23362        256           46
    23318        248           14
    23614        246           18
    22870        262           18
    22612        246           40
    23262        254           18
    23166        272           32
    23222        216           18
    23002        240           28
    22998        256           40
    23392        216           30
    22966        290           34
    23270        254           24
    22956        280           26
    23098        238           24
    23214        234           28
    23078        244           18
    23006        232           32
    22676        264           18
    23068        216           12
    23440        236           24
    23246        244           20
    23328        222           34
    23132        266           24
    23406        236           24
    23118        238           26
    23328        284           28
    23030        224           28
    23000        206           24
    22800        228           30
    22832        286           34
    22966        218           16
    23098        246           18
    22948        244           22
    22986        256           22
    22918        256           36
    23406        218           24
    23150        234           18
    23178        264           34
    23088        224           12
    23094        268           30
    23464        238           22
    23070        212           32
    22894        242           16
    23492        244           24
    22990        238           34
    23528        248           34
    23036        236           14
    23468        236           30
    23222        258           18
    23110        284           30
    22860        250           14
    22962        258           36
    23268        242           22
    23270        224           24
    23090        292           24
    22858        264           34
    23022        260           28
    23792        242           18
    23480        272           22
    23174        238           34
    23128        246           28
    23490        240           20
    23042        226           22
    23048        258           44
    22716        258           32
    22684        260           24
    23130        266           28
    23440        260           26
    22906        224           12
    22980        256           38
    22802        250           26
    23234        240           12
    23440        250           20
    22944        218           32
    22970        236           18
    22930        202           22
    23444        226           18
    23204        222           30
    23222        246           34
    22992        244           30
    22900        240           26
    22850        216           20
    23268        268           28
    23066        248           20
    22986        228           16
    22892        258           34
    23130        268           22
    23054        226           24
    22866        226           22
    23204        196           34
    23082        284           28
    23506        214           24
    22932        264           20
    23348        226           32
    22950        192           22
    23416        226           26
    23086        234           36
    22830        270           34
    23198        226           20
    22562        268           36
    23268        232           28
    22940        224           18
    23110        256           18
    23320        240           24
    22878        240           26
    22776        222           20
    23560        266           20
    23022        234           16
    22976        284           26
    23498        272           28
    22854        246           24
    22996        226           26
    23378        240           40
    23138        234           16
    23212        276           22
    23090        266           40
    22974        242           32
    22994        222           16
    23168        260           30
    23118        202           18
    22978        262           26
    22962        246           24
    22840        236           30
    23036        280           26
    22956        264           28
    22756        274           30
    22902        250           34
    23158        246           26
    23186        248           30
    22904        218           14
    22984        258           34
    23094        214           26
    23166        268           24
    22852        246           32
    22916        240           22
    23238        232           30
    22490        206           22
    23398        276           32
    22810        238           34
    22778        236           14
    23034        230           26
    23336        230           30
    23092        246           32
    22990        320           32
    23396        238           18
    23122        226           16
    23482        206           34
    22920        238           24
    23186        232           22
    22994        204           14
    23094        232           32
    23180        212           32
    23552        272           30
    23060        250           22
    22986        272           20
    23314        258           22
    23356        270           26
    22814        238           32
    23154        214           14
    23062        246           28
    23396        242           20
    23138        230           26
    23116        218           20
    22800        288           20
    23274        274           30
    23090        288           42
    23288        274           22
    23076        248           20
    23388        226           16
    23234        242           30
    23004        246           28
    23104        256           22
    23060        204           16
    22698        268           36
    23174        198           18
    22872        258           26
    22866        278           20
    23044        238           22
    23268        224           24
    23072        242           40
    23268        252           22
    23260        282           40
    23344        206           24
    23180        228           20
    23086        256           32
    23328        240           24
    23290        268           28
    22812        268           30
    23286        276           24
    23268        242           16
    23108        252           26
    22992        252           34
    23242        252           42
    23158        204           22
    23280        242           22
    22914        256           30
    23324        236           24
    23072        242           10
    22852        232           18
    23098        252           40
    23334        282           30
    22882        242           20
    23372        218           20
    22638        238           34
    22760        256           24
    22800        256           26
    23044        264           18
    22820        250           26
    23310        288           28
    22450        188           10
    22962        234           12
    23296        248           16
    22682        244           28
    22772        238           36
    22974        272           38
    22964        256           20
    23092        228           22
    23316        232           20
    23148        228           26
    23170        224           28
    23434        296           28
    22906        274           38
    23156        238           14
    22880        192           22
    23264        212           10
    23496        248           36
    22934        232           16
    22760        264           16
    23056        222           20
    23386        304           38
    23328        256           28
    23070        234           44
    23192        270           32
    22938        240           24
    23306        268           32
    23398        236           18
    23162        252           28
    23292        256           22
    23122        270           26
    23462        262           30
    23164        214           32
    23090        246           32
    22838        240           26
    23322        250           22
    23180        272           26
    23100        218           16
    23070        256           22
    23362        204           20
    22806        280           32
