# planets   transits   detectable
    23140        218           10
    23510        242           30
    22846        230           18
    22958        254           26
    22874        234           28
    22736        242           20
    23008        248           30
    23040        290           32
    23468        254           32
    23156        264           28
    23094        264           32
    23220        232           32
    23192        222           20
    23272        248           32
    22742        240           24
    22678        246           40
    23180        268           32
    23328        252           36
    22870        214           22
    22648        232           28
    22704        234           34
    23260        270           34
    23174        216           28
    22972        296           38
    23278        280           30
    23076        238           24
    23258        238           30
    23090        264           24
    23094        272           26
    22718        266           30
    23240        268           40
    22748        226           30
    23070        224           28
    22844        246           34
    23132        244           26
    22804        238           20
    23444        240           40
    23182        248           42
    23014        240           36
    22988        232           24
    23164        244           30
    22992        224           26
    22846        268           34
    22710        262           24
    22976        278           20
    22902        230           26
    22762        266           40
    23258        282           22
    22940        256           26
    23240        250           28
    22986        248           26
    23154        218           20
    23002        278           46
    22926        260           36
    22884        202           18
    23074        246           34
    22908        228           24
    23178        224           26
    23186        238           16
    23196        248           22
    23032        288           26
    23620        228           28
    23124        210           16
    22970        218           34
    23376        274           16
    23400        250           22
    22962        266           30
    22668        220           22
    23372        240           30
    22866        256           26
    23000        258           42
    23444        252           30
    23210        256           26
    23216        212           22
    23192        240           34
    23246        306           32
    23068        214           32
    23124        252           38
    23016        218           24
    22866        256           22
    23382        240           24
    22988        250           30
    23020        248           26
    23370        234           24
    22936        226           16
    23052        240           26
    23110        192           16
    22992        282           40
    23456        258           26
    22524        264           30
    23050        200           22
    23046        264           32
    22638        216           30
    23268        268           20
    23438        280           38
    23206        254           28
    22934        236           18
    23312        230           36
    23068        244           28
    23216        264           32
    22998        244           26
    22922        212           26
    23414        248           30
    23390        230           28
    23052        250           26
    23190        246           42
    22854        270           28
    22974        250           26
    23538        246           32
    23142        248           32
    23390        250           42
    22778        254           36
    22920        230           16
    23064        246           30
    23112        234           30
    23330        268           30
    23210        234           22
    23002        252           20
    23140        262           32
    23386        242           34
    23160        268           24
    23088        270           24
    23080        246           34
    23148        254           30
    23242        218           36
    23180        228           26
    23308        254           22
    22686        248           26
    22932        250           34
    23258        214           24
    22976        258           28
    22880        226           22
    23128        266           32
    23446        226           14
    23488        230           16
    23210        264           24
    23286        258            8
    23052        238           20
    23086        208           14
    22958        216           32
    23352        230           26
    23512        266           38
    22836        276           24
    22988        244           34
    23016        222           28
    23172        238           30
    22822        246           30
    23188        256           16
    23052        284           26
    23274        270           36
    23230        274           24
    22926        258           30
    22776        246           30
    23304        218           28
    23130        242           22
    23334        260           28
    22946        252           18
    23146        240           36
    23518        230           32
    23256        272           30
    23068        222           32
    22870        252           28
    23584        250           30
    22988        236           14
    22688        252           40
    23074        234           24
    22962        268           30
    23402        254           28
    22990        258           28
    22874        262           24
    22882        254           24
    22870        214           26
    22912        278           34
    23044        238           38
    23032        252           22
    23006        262           30
    23260        240           22
    22890        230           32
    23256        226           24
    22954        266           26
    23228        228           22
    22900        256           28
    23174        236           26
    23228        250           36
    22680        264           24
    23460        292           40
    22730        234           24
    23282        250           34
    23026        254           34
    22882        240           24
    23188        270           28
    23000        272           40
    22716        248           40
    23244        232           26
    23030        254           38
    23020        202           32
    22834        258           24
    23006        240           18
    22894        244           24
    22920        254           22
    22986        236           32
    23332        276           38
    22902        270           36
    22904        236           26
    23198        240           22
    23222        272           42
    23028        252           32
    22698        246           30
    23062        220           40
    22782        242           30
    22826        254           36
    23232        274           34
    22954        272           28
    23210        272           30
    23150        256           40
    22674        284           24
    23138        252           24
    23066        274           34
    22826        256           30
    23012        248           36
    23602        242           34
    23038        240           26
    22818        256            6
    22804        246           16
    23050        238           28
    23072        216           30
    23078        272           22
    23294        204           20
    23120        248           32
    22938        200           16
    23540        256           42
    22794        230           24
    22920        282           32
    22966        252           22
    22794        240           38
    23010        250           28
    22996        272           32
    22776        254           38
    23032        244           30
    23386        240           30
    22764        244           34
    23050        278           42
    22978        202           26
    23170        282           32
    23120        230           32
    23220        254           26
    22994        232           26
    22930        224           28
    22602        268           34
    22882        238           22
    23142        246           20
    23108        262           34
    23152        258           20
    23006        264           32
    22776        288           42
    22896        256           28
    23274        270           28
    22776        286           18
    23184        228           30
    22880        282           26
    22938        250           22
    23002        242           28
    23322        252           30
    23132        246           30
    23210        232           26
    23202        248           30
    23118        266           36
    22808        260           28
    23184        252           30
    23068        252           40
    22946        254           20
    23078        284           58
    23356        284           30
    23160        246           42
    22916        282           40
    23328        242           30
    23064        236           34
    23240        270           32
    23128        240           14
    22900        214           22
    23244        208           28
    22894        252           26
    23076        262           26
    23228        190           16
    23490        234           28
    23280        272           30
    23498        240           26
    22782        232           28
    23076        270           30
    23164        238           28
    23286        236           32
    22742        248           38
    23278        246           24
    23302        232           24
    22958        246           32
    23044        224           26
    23284        260           24
    23218        294           44
    23444        246           20
    23296        224           24
    23252        268           38
    23084        234           18
    23644        252           42
    22990        240           16
    23318        276           30
    22600        218           22
    23148        234           28
    22884        248           26
    23426        232           26
    23054        210           20
    23154        242           42
    23108        222           18
    23454        272           36
    23176        264           24
    23276        214           32
    22986        214           20
    22888        246           16
    22970        256           24
    23566        250           32
    23188        260           36
    22628        226           28
    23190        260           28
    22758        238           30
    22866        268           30
    23138        274           30
    23156        270           32
    22920        270           36
    23024        272           26
    23130        282           36
    23074        232           44
    22918        252           30
    22958        246           28
    22758        214           34
    22920        262           18
    23182        218           24
    23304        222           22
    23320        312           34
    22924        236            8
    23182        266           40
    22984        288           28
    23476        238           32
    23662        282           40
    23004        254           22
    23024        260           28
    22976        244           28
    23264        212           32
    23158        262           30
    22760        222           26
    22746        224           34
    23214        262           40
    23152        234           32
    23106        242           32
    23230        254           30
    23126        270           18
    22784        254           26
    23294        234           30
    23384        280           28
    23164        262           22
    23312        248           22
    23062        268           32
    23052        248           26
    22992        270           22
    23102        220           24
    23182        240           26
    22806        202           32
    23194        240           16
    23154        242           16
    22744        242           16
    22958        252           30
    23466        244           18
    23064        264           38
    22970        266           24
    23328        260           30
    23426        244           30
    23480        240           28
    23086        232           16
    23148        216           24
    23128        296           34
    23348        256           38
    23298        234           24
    23390        256           40
    23122        268           26
    22908        226           20
    23254        232           26
    23036        234           24
    22976        226           30
    22540        212           26
    23438        270           40
    22670        238           30
    23082        208           16
    22394        232           28
    22812        232           20
    23074        242           34
    23318        280           32
    23110        248           20
    22944        242           28
    23188        270           32
    23176        226           14
    22968        232           26
    22642        218           18
    23318        240           38
    23516        278           24
    23468        218           18
    22876        248           24
    22960        238           36
    23310        206           22
    23182        260           28
    22990        264           40
    23244        286           30
    22956        274           38
    23002        204           18
    23056        230           24
    23220        224           28
    22670        238           30
    23056        234           22
    22486        236           20
    23222        218           24
    23444        234           32
    23052        272           20
    23142        282           48
    22992        258           18
    23134        270           22
    23316        232           20
    23020        212           32
    23254        248           42
    23332        256           28
    23188        238           34
    23348        242           14
    23150        238           18
    23430        248           24
    23328        260           18
    23326        238           22
    22892        248           32
    23236        238           36
    23142        218           24
    22936        200           32
    23162        214           12
    22928        224           30
    22836        218           32
    23214        268           34
    23140        258           28
    23458        258           12
    23380        236           36
    23354        230           24
    23070        232           28
    23242        214           22
    23252        272           28
    23302        218           18
    23022        238           20
    22930        242           16
    22576        248           26
    23756        264           42
    23202        254           24
    22848        250           24
    23110        248           30
    23228        266           28
    23114        296           48
    22824        240           20
    22790        232           26
    23234        262           36
    22916        190           16
    23154        260           30
    22864        228           30
    23126        244           32
    23398        240           24
    23326        206           18
    23186        230           30
    23048        246           30
    23200        238           38
    22928        258           52
    23196        292           40
    23214        252           38
    23066        278           38
    23036        244           24
    23036        212           22
    22944        228           16
    23380        256           24
    23288        212           28
    22894        270           32
    23170        240           38
    23022        278           36
    23026        222           24
    22914        262           30
    22942        254           20
    22978        236           24
    23340        300           40
    23170        240           18
    22936        232           24
    23060        236           18
    22764        246           24
    23688        244           36
    23124        266           28
    23390        220           28
    23100        266           40
    23026        248           36
    23114        272           30
    23180        242           30
    23204        266           44
    23176        266           28
    23410        238           20
    23178        230           24
    23118        270           34
    22908        218           16
    22968        262           30
    22926        236           32
    22926        242           36
    22990        248           18
    23000        230           26
    23132        250           34
    22874        224           26
    22886        250           18
    23266        240           28
    23276        260           26
    22778        232           32
    22974        250           22
    22978        252           30
    23116        292           34
    22992        216           24
    22984        252           26
    23172        258           34
    22832        228           26
    22644        264           26
    22882        256           36
    23432        246           42
    23132        258           30
    22996        260           30
    23456        232           26
    23070        212           20
    22974        228           26
    22856        272           34
    23064        218           22
    23030        236           34
    22572        224           32
    23516        280           44
    23192        252           38
    23272        246           26
    23520        280           36
    23310        228           16
    22826        278           28
    22566        262           38
    22842        248           22
    23158        278           42
    22910        280           36
    23130        240           34
    23254        242           20
    22810        234           14
    23380        260           38
    23072        262           22
    23390        248           22
    23302        234           20
    23256        248           32
    22950        262           20
    23166        236           26
    22988        224           20
    23094        248           42
    22878        258           30
    23248        254           36
    23572        248           34
    23214        262           26
    23188        218           14
    23120        216           24
    23366        270           34
    22666        236           28
    23338        246           40
    23172        228           36
    22818        246           34
    23306        242           16
    22872        230           28
    22670        254           28
    23246        254           22
    22734        266           26
    22914        256           34
    23074        260           34
    23130        268           34
    23720        234           26
    22896        234           20
    23342        242           40
    22678        238           20
    23320        268           32
    23202        290           48
    23414        254           26
    23092        260           32
    23228        288           32
    22826        208           22
    22852        270           42
    22776        258           22
    23288        288           34
    23436        240           28
    23294        244           28
    23324        274           42
    23146        250           26
    23204        232           22
    23284        268           34
    22938        280           18
    22894        268           44
    22854        254           36
    23550        200           22
    22708        258           34
    22728        246           34
    23136        282           26
    23368        256           38
    23264        256           26
    23148        242           12
    23224        224           28
    23238        290           44
    22944        262           20
    23256        254           30
    22876        230           32
    22784        232           24
    23206        250           26
    22802        216           26
    22804        256           26
    23076        260           22
    23170        250           26
    23084        240           22
    23156        246           24
    22936        254           28
    23328        282           30
    23126        246           28
    23178        268           32
    23344        254           32
    23250        296           42
    23156        244           36
    23050        252           36
    22716        218           12
    23046        246           30
    22972        272           24
    23136        220           32
    23204        252           38
    23374        300           36
    23296        294           40
    22930        262           30
    22982        246           14
    23072        238           18
    23346        240           34
    23102        208           32
    23608        290           22
    23072        246           26
    23324        256           34
    23154        258           26
    23374        276           30
    23324        236           40
    23076        236           26
    22848        246           20
    22870        234           36
    22842        268           30
    23030        250           24
    23236        262           20
    22964        234           42
    22866        268           28
    23010        218           20
    23352        256           28
    23016        256           22
    22892        234           20
    23082        258           36
    23402        240           28
    23258        254           32
    23122        220           18
    22976        238           32
    22884        270           26
    23182        270           24
    23536        254           32
    22926        266           34
    23294        250           24
    23076        224           28
    22886        256           28
    23104        242           26
    22996        222           28
    23264        250           22
    22848        244           44
    23008        234           26
    23192        238           30
    22790        240           26
    23106        258           30
    23376        234           34
    23170        250           26
    22922        218           22
    23054        248           28
    23164        236           20
    22840        226           22
    23136        246           24
    23048        236           20
    23370        264           18
    22906        256           28
    23536        280           32
    22990        226           34
    22980        220           14
    23258        266           24
    23428        250           22
    23172        308           28
    23062        236           24
    22924        294           26
    23492        236           16
    23302        260           14
    23302        262           30
    22844        218           30
    23042        248           32
    23442        260           36
    23006        214           34
    22872        296           26
    22732        256           42
    23116        256           32
    23126        262           30
    23056        284           32
    23186        222           28
    23134        260           30
    22818        252           36
    22870        236           32
    23148        278           28
    23124        260           28
    22770        246           28
    23154        238           34
    23112        256           32
    23220        232           34
    23244        226           38
    22838        246           48
    23150        218           30
    23426        224           30
    23488        250           26
    22788        204           20
    22516        218           34
    22836        248           32
    22848        236           40
    23042        200           18
    22756        206           34
    23312        238           36
    23158        238           26
    23024        250           38
    23526        270           36
    22902        244           22
    22842        242           36
    23048        254           30
    22610        196           26
    22796        238           28
    22860        236           30
    22782        228           22
    23064        232           34
    23154        246           22
    23118        230           18
    23336        218           18
    22952        280           40
    23434        216           34
    23032        264           24
    23364        248           40
    22924        222           30
    23448        238           28
    23298        244           36
    23302        248           24
    22892        266           26
    23396        270           34
    22990        234           22
    23128        270           26
    23180        254           22
    23130        268           24
    23344        216           22
    23258        236           30
    22976        226           28
    22832        254           40
    22682        230           34
    23084        276           28
    23068        226           28
    23178        268           32
    23014        230           22
    23426        230           20
    23320        230           18
    23110        232            8
    22632        206           24
    23184        290           32
    23022        230           32
    22882        238           26
    22804        244           14
    23212        208           26
    23058        242           16
    23224        256           26
    23308        242           36
    23222        244           18
    23344        206           22
    23062        220           38
    23178        264           36
    23268        270           28
    23152        240           28
    22740        254           32
    23236        226           20
    23262        198           40
    22712        238           18
    23176        244           44
    23042        308           34
    23032        288           14
    23148        270           28
    22992        288           48
    22946        228           20
    22898        216           18
    23666        198           30
    23024        248           16
    22678        258           32
    23070        274           32
    23202        230           24
    22668        216           22
    23454        212           24
    23090        222           30
    23372        254           22
    23166        294           26
    22654        254           30
    23310        242           38
    23154        224           20
    23366        258           42
    23492        244           32
    23212        262           24
    23016        236           24
    23260        250           32
    23010        244           34
    23154        260           36
    23018        246           38
    23136        252           36
    23260        258           20
    23038        278           28
    23188        248           12
    22932        266           28
    23094        250           30
    22978        246           36
    23450        216           28
    22716        202           12
    22636        214           34
    22638        236           24
    23150        282           30
    23064        246            8
    22942        258           30
    23408        316           36
    23336        228           22
    23294        274           30
    22966        246           38
    22652        216           22
    23240        236           32
    22824        260           24
    22786        230           30
    22998        232           36
    22736        228           24
    22780        230           24
    23040        244           22
    23068        242           28
    22844        230           18
    23060        234           22
    22920        266           34
    23310        224           18
    22668        286           36
    23198        246           44
    22982        254           36
    22976        244           36
    22678        230           26
    23358        270           24
    23168        246           28
    22864        242           28
    22866        280           42
    22964        222           40
    22772        238           20
    22934        214           20
    22942        288           30
    23050        248           44
    22946        226           18
    23344        242           16
    23466        290           40
    23074        226           14
    23192        284           32
    23108        186           14
    22748        236           36
    23008        242           26
    23332        272           34
    22742        244           12
    23298        248           40
    23444        288           22
    23056        264           46
    22972        226           18
    22882        260           26
    23406        196           12
    23098        258           18
    22570        170           16
    22874        250           38
    23152        224           24
    23352        252           26
    22954        242           36
    22944        264           28
    22854        264           30
    22916        254           36
    23548        240           28
    22918        246           16
    23226        280           28
    23542        220           22
    23096        236           40
    23196        250           36
    23302        262           36
    23004        200           30
    22944        212           24
    23002        244           16
    23142        300           34
    23298        218           24
    22814        250           36
    23446        226           14
    23264        230           32
    23090        242           26
    23218        226           26
    23168        230           24
    23194        252           18
    23196        270           50
    23368        242           28
    22708        266           26
    22978        262           26
    23170        266           32
    23308        260           30
    23298        240           30
    23254        240           26
    22934        226           30
    22904        286           34
    22972        240           26
    22648        230           18
    22956        244           42
    23232        294           38
    23182        254           24
    23382        282           32
    22996        256           42
    23114        246           26
    22968        260           32
    23222        262           34
    22944        268           22
    23056        226           36
    23082        284           48
    23064        268           28
    23180        258           20
    23110        244           30
    23162        228           24
    22768        222           22
    22936        232           26
    23248        242           16
    22836        214           26
    23236        268           24
    23216        244           36
    22930        206           28
    23286        230           20
    22642        192           24
    23208        272           30
    22814        202           26
    22814        226           24
    23192        246           26
    22876        268           36
    22844        262           20
    23298        266           28
    23396        284           30
    23022        238           28
    23146        260           32
    23056        264           20
    23134        228           32
    23144        240           26
    23034        232           30
    22866        270           28
    23180        246           28
    23168        226           16
    23228        272           46
    22922        200           24
    22946        236           30
    23308        256           42
    23126        268           34
    23024        232           28
    23080        244           28
    23194        248           24
    22902        228           24
    23218        224           32
    22764        258           30
    23168        274           46
    23722        270           26
    22866        298           48
    22990        268           24
    23130        252           30
    22894        220           40
    23330        232           16
    23096        234           26
    23096        244           12
    22824        210           24
    22896        296           22
    22828        204           22
    23126        266           22
    23370        222           18
    23064        222           24
    22976        224           28
    23152        258           24
    23134        222           42
    23284        264           30
    23128        222           24
    22924        252           26
    23124        246           12
    23236        228           38
    23248        280           30
    22904        268           34
    22804        242           28
    23120        236           16
    22804        280           24
    22950        226           24
    23406        276           28
    23068        250           20
    23220        256           24
    23030        256           24
    23180        238           32
    22872        256           34
    23212        260           30
    23050        224           24
    23066        238           26
    22854        256           28
    22972        248           22
    23250        272           46
    22914        212           28
    23340        220           36
    23334        206           16
    23058        232           26
    23114        252           24
    23178        230           24
    23152        230           28
    22834        216           22
    23544        236           34
    23242        276           56
    23112        250           20
    23014        208           24
    23044        282           38
    23136        234           28
    23460        268           36
    23152        236           40
    23280        228           24
    23242        252           26
    23070        216           24
    22974        264           20
    23246        254           34
    23072        250           30
    23392        262           36
    23358        260           30
    22910        262           28
    23116        266           20
    22752        260           32
    22958        218           20
    22760        242           32
    23168        234           26
    23146        234           22
    23340        222           20
    23544        236           36
    22640        256           38
    23284        276           40
    22996        232           40
    23046        274           30
    23446        230           38
    22922        238           22
    22882        242           14
    22742        250           34
    23316        260           30
    22902        248           30
    23292        184           18
    23084        268           32
    22830        264           46
    23056        224           26
    23312        296           28
    23124        284           46
    23102        236           24
    23330        234           18
    23238        262           46
    23272        262           34
    22972        232           38
    22968        246           12
    23238        234           26
    22922        258           16
    23390        240           24
    23298        268           50
    23322        276           34
    23230        244           30
    23042        246           38
    22834        248           40
    23128        256           20
    23132        244           28
    22954        228           28
    23170        240           22
    23020        244           24
    23124        216           28
    23124        256           26
    22942        226           26
    22938        214           30
    23264        284           32
    23410        230           28
    22990        224           34
    22892        278           30
    23348        284           28
    23138        228           22
    22832        224           32
    23084        224           30
    23270        256           20
    23388        240           30
    22952        214           22
    23016        196           22
    23006        212           22
    23476        246           30
    23406        198           20
    23388        250           22
    23052        236           32
    22986        270           28
    22896        254           26
    22818        248           26
    23100        222           22
    23196        250           26
    22900        220           20
    22920        254           16
    22452        232           28
    22990        300           22
    23238        234           16
    23252        250           30
    23148        266           24
    23310        216           24
    22916        242           30
    23190        256           32
    23172        248           26
    23022        218           26
    23090        262           28
    23240        288           36
    23022        248           16
    23078        252           22
    23218        268           42
    23046        232           18
    22972        272           46
    22928        246           20
    23172        226           22
    22950        186           24
    22676        226           24
    23286        222           30
    23012        226           16
    23128        238           26
    23066        238           24
    23496        256           22
    23010        214           20
    23486        302           32
    23102        236           16
    22860        234           30
    23144        254           40
    23054        252           24
    22878        288           28
    23274        222           14
    22936        234           34
    23036        226           18
    23164        240           28
    23182        264           26
    22760        232           24
    22846        230           32
    23008        260           34
    23108        192           26
    23426        248           28
    23128        208           28
    23100        226           18
    23062        206           24
    23252        262           28
    22906        224           14
    23356        216           20
    22650        262           24
    23034        240           22
    22994        240           20
    23272        228           22
    23184        256           28
    23026        230           32
    22896        266           22
    23464        284           28
    22892        248           36
    23026        270           38
    22756        222           28
    23090        230           20
    23092        228           28
    23054        236           24
    23102        246           24
    23098        256           24
    23292        224           26
    22888        234           20
    22982        230           30
    23042        244           20
    22850        244           46
    22632        222           20
    22822        252           24
    22908        194           22
    22872        204           18
    23088        238           24
    23388        240           20
    23302        288           28
    23072        260           30
    22918        270           30
    23210        256           20
    23040        288           40
    23080        264           26
    22958        258           28
    23118        228           12
    22736        278           40
    22608        252           28
    23508        266           20
    23316        252           28
    23130        254           20
    23062        258           42
    22964        198           22
    22868        268           36
    22700        258           34
    23170        270           48
    23322        292           28
    23214        226           22
    22846        258           14
    22954        258           26
    22854        284           34
    22862        238           26
    22958        248           26
    22822        198           18
    23180        232           24
    23182        236           32
    23318        264           28
    23042        228           30
    23106        254           30
    22936        232           22
    23172        250           24
    22850        250            8
    23204        254           20
    23322        232           20
    23144        252           22
    23116        258           30
    23218        254           26
    23080        230           24
    23170        278           24
    23296        210           46
    23044        220           30
    22936        246           38
    22914        314           40
    23108        248           30
    23038        306           42
    23504        242           24
    23676        254           30
    23312        246           22
    23036        258           22
    23248        250           32
    23078        232            6
    22986        244           24
    23284        236           26
    23136        218           12
    23254        264           22
    22930        262           26
    23268        236           18
    22826        224           32
    22974        238           24
    23198        242           24
    23118        228           32
    23124        274           26
    22946        236           38
    22876        246           26
    22924        240           24
    23080        256           36
    22918        256           16
    23254        248           26
    23240        254           16
    23120        230           20
    23104        304           40
    23210        248           32
    23304        254           20
    23260        234           32
    22822        250           18
    22638        202           22
    23118        238           18
    22766        270           20
