# planets   transits   detectable
     4660         52            4
     4678         38            2
     4588         46            4
     4584         44            4
     4684         66            8
     4430         48            0
     4646         60           10
     4734         44            2
     4698         30            4
     4584         38            4
     4640         42            2
     4618         50            6
     4444         30            6
     4432         50            8
     4594         34            4
     4582         56            6
     4624         62            6
     4792         44            4
     4664         50            2
     4640         72           14
     4704         56            6
     4602         46            4
     4476         60            4
     4564         54            4
     4682         66            4
     4734         56            4
     4620         48            6
     4502         64            8
     4592         42            4
     4670         56           10
     4510         50            6
     4728         48            6
     4798         48            4
     4534         36            4
     4650         62            2
     4754         38            2
     4656         38            4
     4702         50            6
     4644         64            6
     4744         56            4
     4722         32            4
     4736         46            2
     4666         54           10
     4686         46            6
     4748         46            2
     4364         56           12
     4696         38            4
     4470         60           10
     4532         56            6
     4618         42            2
     4518         64            8
     4526         48            2
     4552         40            0
     4448         50            6
     4596         44            2
     4644         52            2
     4734         52            0
     4766         60            6
     4628         42            2
     4694         52            6
     4690         36            0
     4684         54            8
     4652         44            2
     4720         52            4
     4628         66            8
     4594         48            4
     4546         30            0
     4716         44            6
     4672         62            8
     4586         54            8
     4592         56            0
     4578         52            8
     4682         36            6
     4622         46            4
     4556         44            2
     4554         60            6
     4474         60           14
     4714         44            0
     4490         54            6
     4832         52            2
     4620         54           10
     4654         60            6
     4668         38            2
     4590         52            6
     4602         52            8
     4514         50            8
     4602         50            6
     4602         40            6
     4836         74            8
     4656         42           10
     4676         48            2
     4516         34            4
     4650         50           12
     4466         34            0
     4666         36            6
     4722         58            6
     4500         60            6
     4662         52            4
     4574         46            4
     4656         56            2
     4572         60            2
     4704         36            4
     4614         54            2
     4392         44            4
     4656         74            4
     4578         62            0
     4644         40            0
     4650         38            0
     4694         30            2
     4574         34            8
     4654         60           10
     4586         42            2
     4610         40            4
     4758         60            6
     4638         50            2
     4552         62            4
     4590         44            2
     4438         40           10
     4528         46            4
     4614         42            6
     4466         50            4
     4628         44            8
     4650         68            4
     4696         30            4
     4558         56           10
     4598         66            8
     4634         54            8
     4744         50            0
     4630         62            0
     4562         64            4
     4706         38            0
     4696         42            8
     4604         42            6
     4466         54            2
     4746         56            8
     4706         62           10
     4516         38            4
     4576         70           10
     4734         48            4
     4582         42            2
     4550         58            6
     4806         32            0
     4734         58            8
     4698         52            4
     4598         34            2
     4676         50            2
     4666         62            8
     4614         44            8
     4750         38            0
     4610         42            4
     4706         44            6
     4636         50            0
     4640         50            6
     4806         64            4
     4786         52            0
     4658         42            4
     4656         54            8
     4636         58           10
     4558         30            2
     4542         62            6
     4492         50            0
     4684         40            0
     4674         56            6
     4540         40            0
     4784         54            6
     4554         46           10
     4684         58           10
     4514         38            2
     4706         52            8
     4716         48            0
     4596         36            0
     4522         54            4
     4700         38            0
     4582         42            0
     4698         56           10
     4718         54            6
     4640         48            8
     4600         62            6
     4676         52            6
     4538         46            4
     4746         44            2
     4566         40            2
     4722         56            8
     4602         36            6
     4458         58            0
     4360         46            4
     4676         42            8
     4508         40            4
     4600         46            2
     4778         58            2
     4530         30            4
     4604         36            8
     4584         48            2
     4622         48            8
     4596         50            8
     4706         60            8
     4624         48            0
     4586         62            6
     4724         46            4
     4666         32            4
     4422         44            4
     4572         60            2
     4576         56            8
     4650         40            2
     4594         42            8
     4752         48            4
     4678         60            8
     4482         32            4
     4608         32            2
     4678         32            4
     4526         54            6
     4740         62           10
     4668         46            6
     4662         46            8
     4502         46            4
     4682         48            6
     4524         48           12
     4572         50            4
     4756         58            8
     4672         52            8
     4768         44            8
     4632         50            8
     4680         42            6
     4426         56            2
     4690         50            2
     4844         52            6
     4566         58            4
     4536         52            6
     4730         56            4
     4774         36            6
     4524         50            6
     4512         68            8
     4646         42            2
     4434         44            8
     4674         46            6
     4684         56            6
     4550         48            6
     4720         48           14
     4684         46            8
     4602         40            8
     4714         60            4
     4600         38            8
     4464         54            8
     4704         50            6
     4712         56            2
     4580         54            4
     4696         46            6
     4776         58            8
     4716         40            4
     4658         48            2
     4608         60            2
     4540         46           10
     4562         58            6
     4636         50            2
     4538         40            2
     4534         40            6
     4668         54            2
     4542         46            6
     4482         40            0
     4696         42            4
     4580         46            8
     4678         60            4
     4602         48            0
     4506         42            2
     4556         44            2
     4592         36            2
     4576         58            8
     4660         56            6
     4576         36            0
     4698         40            8
     4670         48            4
     4748         46           12
     4624         46            4
     4718         38            6
     4674         42            2
     4606         70            2
     4666         52            4
     4602         40            4
     4728         36           10
     4770         32            6
     4670         50            4
     4642         60           10
     4518         46            4
     4622         46            2
     4736         58            6
     4660         58           10
     4556         40            2
     4500         64           12
     4612         46            2
     4494         42            6
     4740         48           10
     4602         60            4
     4636         52            4
     4676         42            6
     4524         52            4
     4582         54            8
     4600         56           10
     4588         46            6
     4606         86            6
     4686         50            4
     4620         52           12
     4686         54            2
     4498         36            6
     4582         44            4
     4694         52            4
     4510         64            2
     4594         42            2
     4594         66            8
     4592         42            6
     4674         48           10
     4672         28            2
     4788         50            2
     4568         36            2
     4518         54            2
     4712         46            4
     4718         42            4
     4550         56            2
     4556         58            8
     4778         36            8
     4718         30           14
     4648         44            6
     4646         46            6
     4492         54            2
     4598         62           10
     4598         38            8
     4572         48            8
     4756         58            4
     4656         58            6
     4486         40            4
     4724         38            6
     4674         50            2
     4608         60           12
     4696         52            8
     4668         32            6
     4628         44            2
     4588         36            4
     4602         40           10
     4702         64           10
     4568         50            2
     4610         76            4
     4806         50            2
     4660         48           10
     4402         48            4
     4600         60            6
     4714         42            6
     4570         78           12
     4610         38            6
     4642         90           18
     4622         30            2
     4562         42            4
     4718         52            8
     4540         50            0
     4460         44            8
     4594         56           10
     4628         46            8
     4532         36            4
     4596         38            4
     4634         56           12
     4530         62           12
     4550         48           10
     4588         52            8
     4588         44            2
     4678         32            4
     4636         56           12
     4704         44            2
     4624         48            2
     4472         50            2
     4622         62           10
     4638         56            4
     4688         52            6
     4650         52            4
     4616         46            4
     4766         50            6
     4626         62            8
     4672         56            0
     4642         36            2
     4772         48            2
     4666         44            4
     4534         58           10
     4762         56            6
     4634         52            2
     4748         28            0
     4682         44            0
     4630         42            0
     4674         50            6
     4612         58            8
     4558         32            2
     4728         46            4
     4880         54            2
     4552         46            4
     4572         56            4
     4894         66            6
     4598         54           10
     4660         52           10
     4860         74            6
     4662         50            4
     4602         48            6
     4586         44            4
     4586         58            6
     4306         50            6
     4518         50            4
     4586         46            6
     4748         46            8
     4652         42            6
     4664         48            8
     4600         50            6
     4618         50            8
     4470         24            6
     4588         40            2
     4542         40            2
     4602         52            0
     4450         54            8
     4700         56           10
     4590         48            4
     4608         52            4
     4554         60            2
     4492         62            2
     4576         36            6
     4634         50            2
     4660         64            4
     4702         44            6
     4626         50            6
     4610         32            2
     4568         52            2
     4584         58           10
     4604         64            4
     4692         44            2
     4680         46            2
     4734         44            8
     4618         36            8
     4502         48            2
     4578         50            8
     4590         54            6
     4572         50            8
     4514         50            2
     4702         34            2
     4768         42            2
     4576         48            8
     4690         48            2
     4594         46            6
     4674         64            4
     4628         54            2
     4674         54            6
     4692         64           12
     4594         48            6
     4472         54           12
     4710         34            4
     4574         54            4
     4590         40            2
     4610         36            4
     4420         36            4
     4722         42            4
     4576         38            4
     4808         54            2
     4812         46            2
     4458         74            8
     4598         38            6
     4708         58            2
     4634         54            2
     4490         54            6
     4482         74           12
     4588         52            2
     4700         46            2
     4586         32            6
     4654         48            6
     4678         40            4
     4718         66            4
     4614         54            0
     4532         44            2
     4610         66            8
     4562         52           10
     4468         44            6
     4566         26            0
     4572         34            2
     4596         42            0
     4496         58            8
     4712         64            6
     4406         50            6
     4444         34            0
     4510         62            4
     4484         50            2
     4634         36            6
     4632         46            8
     4522         50            4
     4508         40            2
     4662         46            6
     4596         34            4
     4766         62            6
     4572         48            4
     4614         52            2
     4538         46            6
     4642         46            8
     4636         64            4
     4736         58            8
     4620         46            6
     4698         52            8
     4778         68            2
     4760         44            4
     4652         46            8
     4474         42            4
     4538         64            6
     4646         50            4
     4640         56            2
     4640         44            8
     4542         50            8
     4520         46            0
     4648         60            8
     4684         38            2
     4614         52            4
     4454         26            2
     4626         52           10
     4664         52            6
     4640         52            4
     4746         44            2
     4662         50            6
     4552         58            2
     4548         52            4
     4780         58            4
     4566         46            2
     4704         42            4
     4580         40            4
     4542         50            2
     4650         46            8
     4716         58            8
     4642         52            2
     4532         54            6
     4478         66           18
     4688         52           10
     4706         68           12
     4730         50            2
     4674         58            8
     4598         46            4
     4648         48            8
     4686         50            4
     4588         70            4
     4760         82           14
     4558         48            4
     4712         46            6
     4734         58            8
     4734         40            4
     4686         54            8
     4548         66           14
     4592         54            8
     4706         44            4
     4748         48            4
     4512         42            0
     4384         30            6
     4656         52            8
     4736         44            6
     4622         76            8
     4586         40            4
     4574         34            2
     4740         60            4
     4662         50            4
     4756         48            6
     4586         48            2
     4776         52            4
     4514         56           10
     4542         56            4
     4652         58            8
     4644         60            4
     4424         32            6
     4522         52            6
     4596         42            2
     4500         64            8
     4532         46            4
     4534         50            4
     4582         68           14
     4526         62            8
     4452         36            4
     4610         38            4
     4508         44            0
     4646         38            4
     4536         42            4
     4622         48            2
     4602         52            2
     4742         38            4
     4608         46            6
     4798         54            4
     4636         36            0
     4522         52           10
     4644         44            8
     4696         44            4
     4606         46            6
     4662         68            6
     4698         48            6
     4624         46            2
     4682         46            4
     4426         46            6
     4502         44            4
     4744         50            6
     4766         34            4
     4638         54            4
     4544         44            6
     4580         40            2
     4630         56            4
     4598         44            2
     4548         44            0
     4576         48            4
     4592         42            4
     4460         66            6
     4678         38            0
     4398         68           12
     4526         58            6
     4738         48            0
     4432         72            4
     4712         66            2
     4550         44            6
     4658         50            6
     4604         52            6
     4536         52            6
     4584         30            2
     4762         64            4
     4546         58            4
     4540         56            6
     4646         64            4
     4740         54            4
     4624         52            4
     4744         46            8
     4510         58           10
     4754         50            6
     4634         60           16
     4616         44            4
     4666         52            4
     4658         52            2
     4656         60            6
     4674         48           10
     4486         50            2
     4560         64            6
     4674         52            8
     4830         50            8
     4680         44            4
     4654         30            8
     4754         50            2
     4570         64            2
     4678         46            4
     4696         44           12
     4754         52            4
     4728         50            6
     4688         38            2
     4564         44            8
     4704         40            2
     4552         42           14
     4550         30            2
     4442         52            2
     4660         46            6
     4612         64           14
     4744         50            6
     4858         56            8
     4796         54            4
     4386         52            4
     4430         44            0
     4614         42            8
     4682         38            4
     4636         70            4
     4514         48            8
     4638         40           12
     4704         44            6
     4584         46            2
     4618         62            8
     4814         62            6
     4624         46            6
     4520         48            6
     4650         52            8
     4636         44            4
     4462         60            0
     4566         52            8
     4630         58            6
     4666         58            6
     4494         62            6
     4508         62            4
     4514         58           10
     4654         52            8
     4640         40            8
     4630         46            2
     4458         64           10
     4478         50            8
     4562         50            2
     4726         50            0
     4756         42            8
     4564         56            6
     4604         52            6
     4732         30            0
     4748         58            6
     4624         54            4
     4548         44            4
     4492         58            2
     4664         58            2
     4460         40            2
     4828         68            8
     4634         42            4
     4572         46            2
     4380         44            8
     4760         50            2
     4622         60           10
     4684         54            4
     4632         56            2
     4544         50            2
     4758         58            8
     4744         48            6
     4658         54            6
     4370         56            4
     4700         64            6
     4756         26            2
     4650         50            4
     4596         46            8
     4694         42            2
     4622         48            8
     4698         46            6
     4500         50            8
     4682         78            8
     4720         56            2
     4582         70           12
     4728         66            8
     4492         42            2
     4452         44            4
     4696         42            4
     4520         40            4
     4546         64           12
     4642         64            6
     4630         46           10
     4710         46            4
     4652         52            2
     4606         58            4
     4586         62           10
     4588         38            6
     4626         54            6
     4694         72            8
     4828         44            2
     4602         54            6
     4636         60            4
     4598         44            6
     4454         72            6
     4898         50            8
     4458         46           12
     4584         48            2
     4542         58            0
     4506         44            2
     4700         40            8
     4632         58            0
     4538         52            2
     4678         38            4
     4608         62            4
     4752         62           12
     4650         60           12
     4502         42            4
     4730         52            4
     4788         56           10
     4468         66            6
     4616         72            4
     4620         36            2
     4460         46            6
     4852         40            6
     4562         38            2
     4770         46            8
     4630         58            2
     4744         46            4
     4714         60            4
     4528         44            6
     4704         44            4
     4620         74            4
     4588         50            0
     4562         38            4
     4652         60            6
     4616         52           12
     4776         60            0
     4728         60           14
     4714         40            2
     4732         46            8
     4418         42           12
     4654         52            0
     4578         62           14
     4628         42            0
     4636         48            2
     4450         28            0
     4708         36            2
     4606         58            4
     4540         52            2
     4658         36            6
     4740         36            4
     4776         58            4
     4644         58            4
     4674         38           12
     4712         58            2
     4716         68            6
     4626         44            6
     4760         46            4
     4566         60            4
     4622         42            6
     4524         54            2
     4790         52            2
     4624         42            6
     4556         40            6
     4670         42            6
     4550         44           10
     4564         60            4
     4488         32            8
     4598         54            4
     4512         34            4
     4524         60           14
     4760         58            4
     4640         56            6
     4498         68            2
     4602         40            8
     4540         72            8
     4748         46            2
     4528         48            6
     4758         62            6
     4526         58            0
     4538         56            4
     4676         48            6
     4608         62           10
     4462         38            0
     4586         80            2
     4702         56            6
     4722         44            6
     4710         54            2
     4666         64            8
     4694         26            4
     4726         56            2
     4676         48           10
     4622         64            8
     4534         70           14
     4604         52            8
     4704         42            0
     4690         50            6
     4520         54            4
     4874         56            2
     4570         52            2
     4518         50            6
     4644         52           16
     4572         42            0
     4446         56            8
     4558         20            2
     4540         50            0
     4576         66           14
     4482         64            2
     4548         56            2
     4534         54            6
     4526         50            4
     4676         48            8
     4618         40            4
     4600         42            6
     4716         54            8
     4566         42           16
     4654         50            0
     4660         42            8
     4510         56           12
     4494         40            4
     4612         36            4
     4528         46            6
     4700         48            4
     4496         76           10
     4644         42            4
     4668         56            4
     4600         52            8
     4514         40            0
     4678         30            6
     4540         34            0
     4694         46            4
     4662         42            8
     4472         50            2
     4546         66            4
     4596         68            6
     4640         48            4
     4644         52            4
     4632         52            8
     4720         58            8
     4410         46            6
     4556         72           12
     4422         42            0
     4804         46            4
     4730         50            8
     4662         44            6
     4666         56            6
     4510         40            4
     4708         62           10
     4468         42            8
     4556         58            2
     4710         58            2
     4726         60            8
     4604         48            6
     4634         70            4
     4276         42            6
     4738         36            4
     4388         48           10
     4694         48            4
     4620         52            8
     4532         30            4
     4652         54           10
     4648         56            8
     4554         54            6
     4646         48            8
     4602         34            2
     4606         48            6
     4718         64            0
     4796         54           10
     4710         56            6
     4688         34            8
     4546         32            4
     4520         50            6
     4818         48           10
     4508         32            6
     4618         52            6
     4786         58            2
     4616         30            0
     4504         40            4
     4688         48            6
     4654         56            8
     4608         38            8
     4564         38            4
     4524         42            2
     4788         50            0
     4594         48            0
     4734         68            8
     4448         54            6
     4426         40            2
     4606         50            4
     4622         48            2
     4544         50            4
     4634         42            4
     4690         34            2
     4570         60            6
     4746         52            4
     4674         56            0
     4648         44            2
     4620         54           14
     4754         46            0
     4654         58            6
     4654         64            4
     4580         48            2
     4686         52            0
     4500         36            4
     4574         46            8
     4544         46            4
     4702         54            0
     4588         52           10
     4644         34            4
     4498         54            8
     4662         74           14
     4698         40            0
     4650         50            8
     4710         54            4
     4802         54            8
     4652         44           10
     4610         38            4
     4720         56            4
     4566         54            2
     4610         38            6
     4688         34            4
     4472         46            6
     4664         48            4
     4550         34            2
     4390         38            6
     4670         44            6
     4456         66           10
     4622         48            4
     4498         54           14
     4632         62            6
     4610         58            4
     4740         54            0
     4570         30            6
     4576         56            4
     4712         64            8
     4748         44            4
     4658         52            6
     4708         60            6
     4610         54            6
     4740         30            8
     4592         66            6
     4478         62            8
     4658         68            4
     4580         60            8
     4444         64           12
     4748         62            2
     4612         48            8
     4656         38            8
     4668         42            6
     4596         48            2
     4578         58            4
     4702         50            2
     4444         60            2
     4642         36            8
     4856         44            8
     4510         38            2
     4576         46            2
     4542         46            2
     4562         38            4
     4464         40            4
     4598         46            6
     4546         46            4
     4412         42            4
     4862         48            8
     4720         54            4
     4614         68            4
     4578         42            2
     4492         58            6
     4670         60           10
     4568         54            6
     4480         48            4
     4580         46            8
     4622         42            2
     4592         44            2
     4614         52            2
     4808         52            6
     4578         54            6
     4388         48            6
     4528         52            6
     4730         52            6
     4572         40            2
     4828         58            4
     4626         72            4
     4528         54            4
     4698         52            4
     4586         36            4
     4532         42            0
     4590         54            6
     4680         42            2
     4684         50            0
     4626         60           14
     4560         64            4
     4700         42            4
     4672         46            2
     4684         36            4
     4580         44            6
     4722         44           10
     4786         50            6
     4548         56            6
     4538         56            8
     4650         54            4
     4764         72            0
     4616         44            6
     4572         46            0
     4620         56            6
     4514         50            2
     4586         40            6
     4380         54            8
     4658         36            0
     4734         62           10
     4644         44            4
     4702         42            6
     4674         40            4
     4452         40            8
     4766         48            2
     4566         40            4
     4558         40            4
     4568         58            4
     4684         42            2
     4592         42            4
     4616         60            8
     4670         46            8
     4624         44            4
     4750         42            6
     4732         34            6
     4736         56            2
     4744         48            6
     4620         62            2
     4702         52            8
     4604         56           10
     4812         70            2
     4772         50            2
     4544         46            6
     4660         58           12
     4562         46            4
     4806         66           14
     4814         36            6
     4668         40            2
     4682         50            6
     4662         42            8
     4628         44            2
     4760         40            4
     4710         62            6
     4862         40            0
     4564         62            4
     4596         66           10
     4716         50            4
     4584         46            2
     4516         50            2
     4472         52           10
     4864         58           10
     4652         52            6
     4458         48            8
     4758         46            2
     4728         32            2
     4616         64           12
     4528         44            8
     4648         32            2
     4898         54            4
     4686         64           10
     4664         38            6
     4612         50            8
     4428         52            4
     4776         52            2
     4678         62            8
     4570         52            6
     4690         48            8
     4646         48           10
     4746         48            4
     4548         40            6
     4714         52            8
     4644         52            6
     4572         54            6
     4734         54           10
     4594         54            4
     4606         48            6
     4630         40            8
     4666         56            4
     4574         50            8
     4708         40            8
     4564         50            8
     4670         40            0
     4398         62            8
     4704         46            8
     4648         44            2
     4718         54            6
     4628         54            2
     4640         28            2
     4726         70            8
     4528         54            4
     4580         56            8
     4542         50            2
     4614         62            6
     4520         44            2
     4784         66            6
     4712         62            6
     4610         48            6
     4554         48           10
     4664         48            8
