# planets   transits   detectable
     4624         58            2
     4558         60            8
     4550         46           10
     4588         40            0
     4540         56            6
     4814         60            0
     4774         50            4
     4706         44            8
     4578         52           12
     4560         52            6
     4656         60            2
     4556         46            2
     4494         40            2
     4652         44            6
     4716         28            2
     4538         62           14
     4546         56            8
     4576         50            0
     4560         22            0
     4572         48            8
     4510         60            0
     4724         48            0
     4742         28            0
     4850         42           10
     4760         52            2
     4644         56            8
     4828         48            4
     4694         42            4
     4794         64           10
     4544         34            0
     4716         52            4
     4752         62            8
     4688         52           10
     4590         58            6
     4824         62           12
     4562         36            4
     4708         36            0
     4572         44            2
     4502         52            4
     4620         32            0
     4474         36            6
     4474         52            8
     4670         70           10
     4598         64            2
     4434         64            8
     4708         54            4
     4516         46            8
     4560         54            6
     4698         40            8
     4662         52            6
     4604         56           16
     4554         48            2
     4564         60            2
     4766         42            2
     4608         36            4
     4570         54            8
     4536         46            0
     4700         40            4
     4728         54           10
     4690         52            4
     4552         64           12
     4708         48            6
     4726         38            4
     4528         68            4
     4658         56            8
     4610         28            2
     4700         70            6
     4452         38            6
     4636         54            2
     4746         62            6
     4762         48            4
     4616         60           10
     4436         36            6
     4590         46            6
     4468         30            6
     4566         46            6
     4648         50            8
     4626         48           10
     4688         38            2
     4720         46            4
     4676         56            8
     4626         44            6
     4630         54            2
     4654         32            2
     4742         30            8
     4544         56            8
     4412         58           12
     4540         42            8
     4642         52            6
     4618         64            8
     4700         62            4
     4636         48            8
     4588         76            4
     4612         48           12
     4524         54            6
     4510         62            8
     4642         52            6
     4714         42            4
     4536         54            8
     4742         68           14
     4618         60            6
     4516         74           20
     4648         54            6
     4796         70            2
     4554         66           10
     4428         50           12
     4678         42            6
     4656         48            2
     4674         28            0
     4640         54            6
     4680         44            4
     4594         52            4
     4570         34            6
     4644         68           10
     4562         58            0
     4536         46            8
     4518         54            4
     4524         36            6
     4658         64            6
     4652         66            6
     4630         54            4
     4662         78           12
     4644         52           10
     4664         58            6
     4584         40            6
     4552         50           14
     4564         54            4
     4566         38            8
     4736         52            4
     4540         50            6
     4684         64            6
     4818         44            6
     4718         48            2
     4552         42            2
     4636         62            4
     4632         44            4
     4708         44            4
     4682         50            6
     4648         54            4
     4652         70            8
     4430         46            4
     4610         40            6
     4622         32            4
     4708         58           10
     4726         52            4
     4518         40            4
     4520         58            6
     4512         60            6
     4666         58           14
     4686         32            4
     4608         54            6
     4496         30            2
     4528         64            8
     4554         52           12
     4532         50            2
     4598         44            2
     4638         42            6
     4742         56           12
     4598         46            4
     4596         52            4
     4714         42           10
     4656         66            8
     4616         52            6
     4600         44            8
     4518         58            8
     4494         46            6
     4534         38            4
     4704         50            6
     4596         36            4
     4658         62            6
     4684         64            6
     4644         52            4
     4546         42            2
     4694         82           10
     4672         46            2
     4748         60            4
     4680         66           12
     4642         54            2
     4820         54            6
     4620         34            2
     4554         38            0
     4732         56           10
     4646         54            0
     4594         56            8
     4528         42            8
     4482         54           10
     4604         56           10
     4630         60           12
     4536         58            0
     4590         40            6
     4644         60            4
     4562         48            6
     4500         50            6
     4594         70           10
     4594         46            2
     4552         34            6
     4494         40            4
     4662         36            4
     4600         56           10
     4610         38            2
     4568         52            8
     4800         46           10
     4684         40            2
     4520         64           10
     4650         50            2
     4628         48            8
     4718         54            4
     4564         50            6
     4780         50            2
     4626         52           10
     4726         38            2
     4630         50            6
     4644         56            6
     4562         66           10
     4830         70            6
     4480         60           12
     4446         58           10
     4728         34            2
     4762         46            4
     4430         44            2
     4610         50           10
     4622         52            8
     4542         42            6
     4646         58            6
     4634         36            6
     4630         54            4
     4342         48            6
     4538         68            6
     4768         64            4
     4494         54            6
     4612         58            6
     4574         50            4
     4664         78            8
     4524         42           10
     4830         60           10
     4626         44            4
     4614         44            8
     4500         66           10
     4648         44            8
     4632         62            2
     4536         50            4
     4630         58            6
     4684         34           10
     4608         36            2
     4556         46            6
     4528         30            2
     4694         54            4
     4502         40            6
     4706         50            4
     4512         50            4
     4674         46            4
     4526         50           10
     4600         66           10
     4672         56           18
     4750         58            4
     4604         50            8
     4722         54           10
     4696         66            2
     4664         42            2
     4684         46            8
     4560         52            4
     4552         46            8
     4694         52            4
     4762         42            4
     4648         42            6
     4644         48            6
     4742         38            2
     4812         52            8
     4596         54            6
     4580         52           12
     4636         36            4
     4654         26            6
     4474         40            2
     4448         56            2
     4786         36            0
     4552         56            8
     4496         42            2
     4710         68            0
     4734         44            2
     4566         60            2
     4490         46            6
     4606         66            8
     4696         50           10
     4502         48            4
     4580         36            4
     4558         36            6
     4478         42            2
     4606         54            4
     4602         48            4
     4728         52           10
     4714         56           12
     4480         54            8
     4790         46            6
     4568         36            2
     4628         50            4
     4626         68           10
     4636         50            4
     4612         66            4
     4524         44            6
     4620         32            4
     4730         42            4
     4656         42            6
     4506         52            2
     4604         42            4
     4764         68           12
     4412         36            2
     4652         58            0
     4788         44            4
     4546         50            8
     4688         38            2
     4694         50            6
     4476         46            6
     4598         50            4
     4574         54            4
     4572         52            6
     4372         48           10
     4750         50            6
     4652         50            8
     4710         46            8
     4598         46            6
     4538         46           10
     4760         62            8
     4646         58            4
     4546         42            6
     4460         46            6
     4550         48            2
     4532         54           12
     4596         60            8
     4622         46            0
     4510         44            6
     4704         48            8
     4562         80           10
     4570         50            4
     4852         46            0
     4586         50            2
     4566         56            6
     4528         72           10
     4406         60            6
     4600         56            8
     4636         46            8
     4528         50            6
     4602         48           10
     4434         50            0
     4686         56           10
     4680         58           12
     4570         46            6
     4596         54            8
     4754         52            4
     4632         48            6
     4612         60            6
     4574         54            4
     4610         54            8
     4656         48            6
     4550         46            0
     4856         50            4
     4642         38            2
     4418         62           12
     4618         54            0
     4574         54            8
     4676         38            0
     4728         46            8
     4676         42            8
     4566         44           12
     4628         58            6
     4600         40            4
     4682         58            6
     4538         40            6
     4634         56            6
     4750         46            6
     4542         36            2
     4564         54            4
     4470         42            4
     4662         54            2
     4524         54            2
     4700         34            6
     4698         40            4
     4710         66            2
     4652         50           14
     4694         72            8
     4626         46            6
     4586         40            0
     4752         42            6
     4612         32            4
     4668         34            4
     4538         62            2
     4636         40            6
     4448         48            4
     4360         60           10
     4810         54            6
     4570         54            4
     4742         56           10
     4682         44            6
     4584         60            4
     4664         70           10
     4534         42           12
     4762         56            8
     4646         54            4
     4704         40            4
     4574         38            4
     4494         54            4
     4454         56            6
     4698         32            2
     4702         40            4
     4630         44            6
     4606         46            2
     4578         48            6
     4586         64            6
     4648         42            8
     4638         40            4
     4632         52            6
     4674         46            2
     4632         58            6
     4394         42            6
     4680         42            6
     4352         40            2
     4572         56            4
     4548         42            6
     4678         38            6
     4638         54            4
     4582         50            6
     4628         44            6
     4484         58            4
     4604         38            4
     4618         42            4
     4706         50            8
     4602         54            8
     4722         24            2
     4562         70            8
     4624         58            6
     4574         42            4
     4716         56            2
     4548         38            2
     4720         70            4
     4758         50            6
     4556         48            0
     4708         44            4
     4572         40            6
     4790         48            6
     4342         36            2
     4808         56            2
     4458         40            2
     4638         46           12
     4736         40            6
     4808         44            4
     4512         44            4
     4618         32            2
     4596         72            8
     4538         52            8
     4630         60           10
     4556         44            6
     4582         78            6
     4716         58           10
     4594         42            4
     4734         50            4
     4646         40            2
     4614         50            4
     4572         50            0
     4480         68            6
     4496         48            0
     4490         56           10
     4620         54           10
     4858         66            8
     4678         56            4
     4480         50           10
     4672         58           10
     4660         56            8
     4722         42            2
     4712         46            6
     4684         46            4
     4674         52            4
     4730         42            6
     4590         50            6
     4484         44           10
     4514         52            4
     4692         30            8
     4630         46           10
     4626         60            0
     4644         40            4
     4536         52           10
     4540         42            4
     4674         50           10
     4632         52            2
     4632         44            2
     4538         70            6
     4496         50           10
     4590         54           10
     4396         48            8
     4730         40            4
     4486         52            8
     4450         48            4
     4630         40            8
     4658         44            4
     4460         54            2
     4696         44            2
     4634         52            6
     4634         60            6
     4626         62           14
     4660         50            8
     4718         58           12
     4574         54            2
     4738         48            0
     4470         40            6
     4564         36            8
     4548         56            8
     4474         52            4
     4610         56           14
     4418         40            8
     4472         50            6
     4730         56            2
     4842         66            8
     4508         44           10
     4628         38            2
     4448         58            4
     4470         46            4
     4724         56            8
     4696         34            0
     4754         50            6
     4462         40            6
     4486         54            4
     4582         58            8
     4660         50           12
     4562         36            4
     4566         70            8
     4652         28            6
     4578         38            4
     4598         42            8
     4664         44            8
     4662         50            6
     4702         46            4
     4590         58           10
     4674         46            4
     4472         46            4
     4532         56            8
     4550         44            2
     4642         38            4
     4854         52            0
     4522         36            6
     4570         58            6
     4692         40            6
     4524         36            2
     4786         44            2
     4500         48           10
     4648         56            4
     4556         48            6
     4752         64            8
     4582         48            4
     4534         42            8
     4688         56            4
     4644         50            4
     4614         30            2
     4714         62            8
     4614         22            2
     4492         76           10
     4698         48            6
     4618         36            6
     4546         56            6
     4646         54           14
     4658         50            8
     4644         52            8
     4496         48            2
     4612         50            8
     4784         54            8
     4448         54            4
     4592         44           10
     4522         54            4
     4580         44            2
     4614         38            0
     4708         52            8
     4568         42            0
     4612         62            0
     4774         48            6
     4704         34            2
     4720         46           10
     4642         68            6
     4520         58            8
     4734         42            2
     4602         58            6
     4710         40            2
     4570         54           10
     4532         48            4
     4730         50            4
     4638         72           10
     4630         50            2
     4842         54            8
     4550         34            4
     4504         36            4
     4662         52            6
     4692         36            6
     4600         42            2
     4638         42            4
     4630         58            4
     4604         58           10
     4736         34            2
     4636         46            6
     4348         48            4
     4576         30            0
     4828         64            6
     4760         48           10
     4742         42            2
     4614         44            4
     4488         34            6
     4610         60            6
     4656         56            0
     4768         58           14
     4680         52            6
     4610         54            0
     4364         34            2
     4630         62            8
     4644         38            2
     4608         48            4
     4528         50            6
     4546         54            6
     4596         58            6
     4748         72            8
     4588         50            4
     4708         40            6
     4536         62            4
     4632         42            2
     4798         40           12
     4650         54            4
     4496         36            6
     4812         52            8
     4568         48            0
     4614         42            8
     4572         56            8
     4404         28            2
     4780         82            4
     4594         40            6
     4732         48           12
     4642         58            6
     4502         42            4
     4570         44            6
     4464         50            4
     4738         40           16
     4636         48            4
     4554         56            4
     4384         66            8
     4854         38            4
     4600         54            4
     4658         42            6
     4730         52            4
     4612         38            6
     4628         64            8
     4526         48            6
     4614         30            2
     4526         38           10
     4578         44            4
     4464         36            0
     4552         46            0
     4662         64            8
     4618         36            6
     4602         56            4
     4748         58            6
     4546         72           14
     4566         42            2
     4432         28            0
     4426         36            0
     4548         44            4
     4590         32            2
     4588         34            6
     4686         52            8
     4700         50            8
     4708         58            4
     4604         32            4
     4750         36           18
     4612         52            6
     4578         38            2
     4468         44            0
     4874         50           12
     4582         80           22
     4688         46            8
     4424         48            4
     4588         30            0
     4520         56            0
     4664         58            6
     4584         32            6
     4568         42            0
     4600         68            6
     4680         48           10
     4474         38            8
     4620         28            8
     4628         44            4
     4578         42            4
     4580         60            6
     4616         52            8
     4628         42            4
     4526         56            2
     4780         60           12
     4654         64            4
     4518         64            0
     4612         42           10
     4670         48            4
     4692         52            6
     4604         46            8
     4526         54            2
     4784         50            2
     4536         38            2
     4686         50            0
     4526         58           10
     4548         48            2
     4668         52           14
     4712         38            6
     4530         56           10
     4556         44           10
     4666         48            0
     4598         48            2
     4414         30            2
     4598         50            4
     4484         54            4
     4622         40            4
     4728         56           10
     4668         60           10
     4486         64            6
     4626         44            4
     4504         58           12
     4580         40            6
     4676         52            8
     4626         80            8
     4538         52            8
     4586         52           14
     4644         68           14
     4616         46            8
     4566         50            6
     4734         68           12
     4722         34            4
     4764         74            6
     4730         52           14
     4542         44            6
     4572         42            6
     4456         42            2
     4710         58            6
     4636         50            6
     4594         20            2
     4504         44           10
     4496         40            2
     4774         42           12
     4706         46            4
     4700         48            4
     4646         46            4
     4644         42            2
     4720         66            6
     4586         54            4
     4520         40            0
     4592         54            6
     4682         38            2
     4594         62           12
     4662         54           10
     4786         36            2
     4580         48            2
     4572         52            4
     4578         50            4
     4714         54            8
     4488         60            8
     4570         56           10
     4560         52            0
     4722         56            6
     4722         44            6
     4798         52            6
     4492         46            6
     4532         38            4
     4654         42            2
     4598         60           14
     4574         50            8
     4712         72            2
     4740         42            6
     4604         32            4
     4552         58            8
     4636         46            8
     4604         38            8
     4522         74            8
     4750         62            8
     4692         52            6
     4664         42            2
     4630         44            4
     4470         46            6
     4578         44            6
     4610         52            6
     4684         64            4
     4678         62            6
     4680         56           10
     4880         70            6
     4648         34            6
     4682         48            8
     4576         62            6
     4504         56           14
     4636         48            6
     4776         72            6
